pitch,roll,forceLeft,forceRight
0.6317138671875,0.1483154296875,0.01,0.01
0,0.1373291015625,0.01,0
-0.4339599609375,0.1922607421875,0.21,0
-0.560302734375,0.2197265625,0.01,0
-0.626220703125,0.263671875,0.01,0.01
-0.6536865234375,0.274658203125,0.01,0
-0.472412109375,0.263671875,0.01,0
-0.274658203125,0.2362060546875,0.01,0
-0.186767578125,0.2252197265625,0.01,0
-0.15380859375,0.2691650390625,0.01,0
-0.0274658203125,0.2032470703125,0.01,-0.2
0.0714111328125,0.1593017578125,0,0
0.274658203125,0.0714111328125,0.01,0
0.32958984375,0.0439453125,0.01,0
0.4779052734375,0.0164794921875,0.01,0.01
0.626220703125,-0.0823974609375,0.01,0.01
0.6646728515625,-0.164794921875,0.01,0
0.714111328125,-0.2581787109375,0.01,0.01
0.7855224609375,-0.32958984375,0,0
0.867919921875,-0.3515625,0.01,0.01
1.0162353515625,-0.384521484375,0.01,0
1.2139892578125,-0.406494140625,0.01,0
1.241455078125,-0.384521484375,0.01,-0.2
1.0986328125,-0.3515625,0.01,0.01
1.0931396484375,-0.3460693359375,0.01,0.01
0.7415771484375,-0.3515625,0.01,0
0.2471923828125,-0.4559326171875,0.01,0
-0.615234375,-0.50537109375,0.21,0
