pitch,roll,forceLeft,forceRight
-0.3900146484375,-0.5108642578125,0,-0.2
-0.0439453125,-0.5877685546875,0,-0.2
0.3680419921875,-0.670166015625,0,-0.2
0.41748046875,-0.6866455078125,0,-0.2
0.450439453125,-0.6427001953125,0,-0.2
0.2911376953125,-0.5657958984375,0,-0.2
0.15380859375,-0.560302734375,0,-0.2
0.142822265625,-0.6097412109375,0,-0.2
0.0164794921875,-0.6207275390625,0,-0.2
0.010986328125,-0.604248046875,0,-0.2
0.0274658203125,-0.626220703125,0,-0.2
0.0439453125,-0.5328369140625,0,-0.2
-0.06591796875,-0.538330078125,0,-0.2
-0.1702880859375,-0.54931640625,0,-0.2
-0.2032470703125,-0.5657958984375,0,-0.2
-0.208740234375,-0.582275390625,0,-0.2
-0.186767578125,-0.5218505859375,0,-0.2
-0.1318359375,-0.560302734375,0,-0.2
-0.1812744140625,-0.5767822265625,0,-0.2
-0.24169921875,-0.59326171875,0,-0.2
-0.2911376953125,-0.604248046875,0,-0.2
-0.3350830078125,-0.5767822265625,0,-0.2
-0.37353515625,-0.5987548828125,0,-0.2
-0.2471923828125,-0.5108642578125,0,-0.2
-0.032958984375,-0.41748046875,0,-0.2
0.1922607421875,-0.296630859375,0,-0.2
0.4559326171875,-0.1153564453125,0,-0.2
0.7855224609375,0.098876953125,0,-0.2
