pitch,roll,forceLeft,forceRight
6.5423583984375,0.6427001953125,37.5,28.1
7.1466064453125,0.736083984375,38,27.9
7.305908203125,0.823974609375,38,28.1
6.4324951171875,0.90087890625,38,28.1
5.6195068359375,1.0491943359375,38,27.9
5.1800537109375,1.0546875,38.2,27.9
4.7900390625,1.0601806640625,38.2,27.9
4.4384765625,1.0601806640625,38.2,28.1
3.9495849609375,1.0546875,38.2,28.1
3.36181640625,0.94482421875,38.2,27.9
3.05419921875,1.0382080078125,38.2,28.1
3.306884765625,1.0107421875,38.2,27.9
2.3126220703125,0.966796875,38.2,27.9
1.658935546875,0.9722900390625,38.2,28.1
1.307373046875,0.845947265625,38.2,27.9
0.5548095703125,0.758056640625,38.2,27.9
-0.0164794921875,0.615234375,38.2,27.9
-0.4888916015625,0.59326171875,38.2,27.6
-0.955810546875,0.4833984375,38,27.6
-1.47216796875,0.4010009765625,38,27.6
-2.076416015625,0.3515625,38.2,27.6
-2.647705078125,0.2691650390625,38,27.6
-3.3343505859375,0.2032470703125,38,27.4
-4.4110107421875,0.1812744140625,37.8,27.6
-5.4547119140625,0.15380859375,38,27.4
-7.1685791015625,0.10986328125,38,27.6
-9.07470703125,0.0054931640625,37.8,27.4
-11.49169921875,-0.0274658203125,37.8,27.4
