Format Version,1.23,Take Name,Take 2023-06-26 02.51.41 PM,Take Notes,,Capture Frame Rate,500.000000,Export Frame Rate,500.000000,Capture Start Time,2023-06-26 02.51.41.822 PM,Capture Start Frame,1562457,Total Frames in Take,4599,Total Exported Frames,4599,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1557,Unlabeled 1557,Unlabeled 1557,Unlabeled 1558,Unlabeled 1558,Unlabeled 1558,Unlabeled 1559,Unlabeled 1559,Unlabeled 1559
,ID,"64A549E3878145B11EE","64A549E3878145B11EE","64A549E3878145B11EE","64B549E3878145B11EE","64B549E3878145B11EE","64B549E3878145B11EE","64C549E3878145B11EE","64C549E3878145B11EE","64C549E3878145B11EE"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z
644,1.288000,28.108746,-101.132034,157.581650,24.130707,267.083160,281.000458,35.098076,10.320997,286.851868
645,1.290000,28.114220,-101.130882,157.581055,24.131210,267.086487,280.999634,35.103401,10.319677,286.854584
646,1.292000,28.119246,-101.130333,157.585083,24.134825,267.086273,280.997467,35.104671,10.327268,286.850983
647,1.294000,28.116278,-101.133804,157.580612,24.133146,267.083527,280.995392,35.104610,10.325783,286.853210
648,1.296000,28.117462,-101.134430,157.583267,24.134520,267.085083,280.993347,35.105316,10.325938,286.847870
649,1.298000,28.116253,-101.130211,157.576752,24.133715,267.086060,280.996338,35.099426,10.321674,286.847900
650,1.300000,28.111319,-101.136131,157.577087,24.131615,267.081421,280.993713,35.103718,10.320329,286.849335
651,1.302000,28.111053,-101.134483,157.575928,24.129610,267.078857,280.991974,35.096638,10.317239,286.847687
652,1.304000,28.108299,-101.132042,157.575409,24.129721,267.080994,280.993317,35.090061,10.323594,286.840698
653,1.306000,28.107489,-101.136055,157.574844,24.129356,267.080536,280.995911,35.091068,10.324069,286.841400
654,1.308000,28.106632,-101.133858,157.577896,24.131760,267.083099,280.989594,35.096840,10.321481,286.850739
655,1.310000,28.112703,-101.131401,157.578949,24.131397,267.083008,280.994720,35.095764,10.325043,286.848938
656,1.312000,28.119211,-101.129929,157.582718,24.134878,267.083069,280.997894,35.098431,10.327554,286.850922
657,1.314000,28.112171,-101.134796,157.582520,24.136024,267.085571,280.993225,35.103851,10.319593,286.851379
658,1.316000,28.121017,-101.133858,157.583755,24.133444,267.085510,280.996094,35.106628,10.322277,286.852295
659,1.318000,28.115656,-101.134636,157.582382,24.135040,267.082520,280.996613,35.107647,10.326717,286.850525
660,1.320000,28.112873,-101.130898,157.578934,24.135511,267.081329,280.998260,35.105930,10.322085,286.849548
661,1.322000,28.114519,-101.135429,157.578934,24.134296,267.081726,280.997162,35.106113,10.322143,286.846680
662,1.324000,28.112730,-101.132805,157.576492,24.131321,267.079041,280.993805,35.105816,10.320712,286.842041
663,1.326000,28.110628,-101.135849,157.574173,24.127657,267.078796,280.992035,35.098270,10.321279,286.843170
664,1.328000,28.107008,-101.133987,157.575729,24.129782,267.079437,280.995331,35.096203,10.323909,286.844421
665,1.330000,28.108223,-101.133316,157.573196,24.129326,267.077393,280.992676,35.098221,10.320858,286.842438
666,1.332000,28.112837,-101.134079,157.578278,24.132053,267.078644,280.992065,35.104321,10.321179,286.843842
667,1.334000,28.111004,-101.132355,157.575043,24.131256,267.078247,280.993591,35.101135,10.315856,286.845520
668,1.336000,28.113518,-101.135193,157.575897,24.129780,267.080994,280.993195,35.102543,10.323930,286.847351
669,1.338000,28.114372,-101.131355,157.579575,24.133862,267.082489,280.996155,35.105961,10.322683,286.851440
670,1.340000,28.116205,-101.135780,157.579742,24.134235,267.080261,280.991638,35.102524,10.319433,286.852051
671,1.342000,28.113306,-101.132721,157.579712,24.133759,267.078949,280.995636,35.104084,10.320173,286.851868
672,1.344000,28.114046,-101.135056,157.579269,24.132889,267.079651,280.991119,35.101376,10.322499,286.846191
673,1.346000,28.114456,-101.133247,157.576782,24.136913,267.079895,280.992950,35.098793,10.321422,286.845367
674,1.348000,28.110884,-101.133369,157.572495,24.131390,267.080902,280.993347,35.103401,10.322149,286.842468
675,1.350000,28.109407,-101.131310,157.574799,24.131201,267.078522,280.993652,35.098862,10.320656,286.843903
676,1.352000,28.112591,-101.132217,157.576599,24.132254,267.079041,280.992249,35.102207,10.319876,286.847107
677,1.354000,28.111780,-101.132713,157.578552,24.131924,267.079926,280.994141,35.101234,10.327182,286.845306
678,1.356000,28.112864,-101.132088,157.577194,24.134874,267.080688,280.993500,35.105392,10.316792,286.856018
679,1.358000,28.113960,-101.131340,157.580978,24.129753,267.082214,280.999268,35.106041,10.323222,286.851135
680,1.360000,28.120304,-101.132874,157.584351,24.134239,267.081726,280.997864,35.105991,10.318720,286.855713
681,1.362000,28.115437,-101.133011,157.583755,24.133347,267.080933,280.999603,35.102932,10.321656,286.852997
682,1.364000,28.114614,-101.133789,157.582352,24.132135,267.081268,280.995483,35.108650,10.320787,286.850769
683,1.366000,28.112455,-101.131462,157.577789,24.131527,267.082764,280.994843,35.103199,10.321059,286.849396
684,1.368000,28.112921,-101.129265,157.575287,24.134560,267.080200,280.995697,35.108692,10.319777,286.843445
685,1.370000,28.109318,-101.131058,157.575928,24.129940,267.081146,281.000122,35.101223,10.326542,286.840973
686,1.372000,28.108910,-101.135406,157.576492,24.130960,267.082031,280.993256,35.102112,10.322283,286.843903
687,1.374000,28.107391,-101.135422,157.574387,24.134390,267.081268,280.996796,35.097565,10.321541,286.843658
688,1.376000,28.110527,-101.133064,157.576492,24.132874,267.079620,280.996460,35.099590,10.316774,286.852570
689,1.378000,28.107016,-101.133003,157.580933,24.132002,267.081573,280.999542,35.104694,10.322673,286.850189
690,1.380000,28.108772,-101.129028,157.579803,24.132120,267.081940,280.998169,35.103001,10.323655,286.850311
691,1.382000,28.114378,-101.131744,157.579376,24.135561,267.082550,281.000275,35.102406,10.325912,286.849060
692,1.384000,28.115097,-101.129059,157.579041,24.129223,267.084534,280.995941,35.106758,10.324918,286.849915
693,1.386000,28.113607,-101.127731,157.580444,24.136438,267.083801,280.995209,35.104614,10.326787,286.846039
694,1.388000,28.114849,-101.129379,157.577881,24.137348,267.083771,280.995728,35.103100,10.322381,286.851318
695,1.390000,28.112486,-101.132584,157.580460,24.132822,267.085785,280.997162,35.103550,10.325202,286.844482
696,1.392000,28.112816,-101.131401,157.577042,24.135220,267.082336,280.993774,35.100121,10.321681,286.846405
697,1.394000,28.111401,-101.135460,157.577072,24.134190,267.081390,280.993713,35.098625,10.316774,286.843628
698,1.396000,28.110188,-101.133240,157.572922,24.132427,267.080566,280.995789,35.102814,10.321807,286.844299
699,1.398000,28.115259,-101.135002,157.572464,24.131376,267.079803,280.995789,35.099236,10.325622,286.847504
700,1.400000,28.112755,-101.135735,157.573700,24.131794,267.076416,280.992035,35.100697,10.321638,286.850189
701,1.402000,28.109034,-101.134720,157.576950,24.135695,267.079559,280.991577,35.100357,10.314864,286.846832
702,1.404000,28.119774,-101.135254,157.578491,24.131071,267.081238,281.000458,35.101830,10.316569,286.854919
703,1.406000,28.116377,-101.133850,157.579559,24.135656,267.083008,281.002075,35.108948,10.323594,286.846313
704,1.408000,28.116308,-101.131645,157.582047,24.135309,267.080566,280.999146,35.107792,10.320749,286.851959
705,1.410000,28.109892,-101.130745,157.577881,24.131081,267.081573,280.997192,35.107090,10.317709,286.854889
706,1.412000,28.110916,-101.133896,157.577988,24.132656,267.085114,280.996643,35.099617,10.326257,286.854492
707,1.414000,28.113308,-101.129677,157.577744,24.132723,267.084473,280.995544,35.098839,10.326590,286.846161
708,1.416000,28.110186,-101.127464,157.575653,24.133078,267.078857,280.994751,35.099258,10.326356,286.849976
709,1.418000,28.109535,-101.132172,157.574600,24.131119,267.080444,280.993958,35.098709,10.322216,286.846680
710,1.420000,28.108894,-101.131500,157.573135,24.132401,267.081543,280.995514,35.100182,10.319238,286.850189
711,1.422000,28.113138,-101.131111,157.575867,24.135052,267.084534,280.995239,35.103455,10.322636,286.845520
712,1.424000,28.114864,-101.132317,157.576096,24.133234,267.082794,280.994049,35.102306,10.318738,286.851746
713,1.426000,28.117102,-101.133080,157.576706,24.132021,267.083527,280.996155,35.105892,10.318632,286.853210
714,1.428000,28.114836,-101.131615,157.576492,24.133442,267.079956,280.994049,35.107918,10.318657,286.852875
715,1.430000,28.119833,-101.133652,157.578491,24.136515,267.082123,280.996735,35.107094,10.321467,286.851135
716,1.432000,28.117134,-101.136559,157.583252,24.135332,267.082001,280.994446,35.106262,10.321362,286.849182
717,1.434000,28.114950,-101.133003,157.577698,24.136484,267.082458,280.995728,35.099865,10.320360,286.849670
718,1.436000,28.111597,-101.135429,157.576324,24.135338,267.079620,280.996399,35.103397,10.318264,286.849548
719,1.438000,28.109945,-101.135841,157.572006,24.131948,267.078278,280.990875,35.100246,10.317502,286.845612
720,1.440000,28.112392,-101.134529,157.575089,24.130243,267.079102,280.993195,35.099285,10.319332,286.848907
721,1.442000,28.109880,-101.133972,157.574051,24.132854,267.077454,280.993378,35.104515,10.320827,286.842041
722,1.444000,28.107384,-101.130516,157.576065,24.131178,267.079498,280.995514,35.099609,10.323471,286.847229
723,1.446000,28.112413,-101.129456,157.578033,24.129208,267.081726,280.996002,35.097054,10.324029,286.843994
724,1.448000,28.112604,-101.133530,157.581711,24.133045,267.084106,280.993500,35.106251,10.323270,286.854645
725,1.450000,28.116482,-101.131943,157.581207,24.133675,267.081390,281.001007,35.108551,10.325046,286.848907
726,1.452000,28.115681,-101.133675,157.581985,24.135477,267.081390,280.996521,35.103729,10.319868,286.851532
727,1.454000,28.116646,-101.131706,157.581497,24.133303,267.080139,280.998627,35.106701,10.316867,286.856293
728,1.456000,28.113586,-101.134041,157.581207,24.135391,267.086273,280.996918,35.102631,10.322167,286.853485
729,1.458000,28.114801,-101.132362,157.578125,24.135757,267.079742,280.996979,35.105389,10.319866,286.849548
730,1.460000,28.112387,-101.134018,157.578033,24.134624,267.079987,280.992126,35.104076,10.320524,286.850677
731,1.462000,28.109949,-101.132484,157.572815,24.131926,267.081604,280.997589,35.102856,10.319654,286.847717
732,1.464000,28.108421,-101.132904,157.575699,24.134459,267.081635,280.994415,35.099102,10.323863,286.846100
733,1.466000,28.110939,-101.133484,157.574982,24.132454,267.082977,280.998016,35.097469,10.317805,286.848145
734,1.468000,28.113161,-101.138908,157.570984,24.133055,267.080109,280.992340,35.105415,10.320143,286.845612
735,1.470000,28.113079,-101.136627,157.577362,24.135300,267.077881,280.993774,35.106102,10.314670,286.848083
736,1.472000,28.116394,-101.131973,157.576889,24.134899,267.082092,280.995148,35.104164,10.318155,286.852112
737,1.474000,28.115967,-101.133476,157.580902,24.136284,267.083740,280.998688,35.109627,10.319805,286.848572
738,1.476000,28.117132,-101.133034,157.581924,24.136084,267.083801,280.996002,35.104736,10.321702,286.851013
739,1.478000,28.109455,-101.129059,157.582703,24.136662,267.086517,280.996094,35.099586,10.324163,286.858002
740,1.480000,28.112061,-101.129646,157.583282,24.130438,267.085663,281.000458,35.099373,10.322931,286.855896
741,1.482000,28.111250,-101.133362,157.578430,24.131636,267.084045,280.994781,35.103020,10.323936,286.848816
742,1.484000,28.111158,-101.131966,157.574982,24.131752,267.081116,280.993988,35.097240,10.323567,286.847321
743,1.486000,28.111376,-101.137840,157.578903,24.130756,267.079651,280.997009,35.095539,10.323196,286.847076
744,1.488000,28.108440,-101.129700,157.578033,24.133186,267.079437,280.995941,35.099312,10.324937,286.845978
745,1.490000,28.107700,-101.135536,157.576508,24.132225,267.076904,280.994141,35.102001,10.322638,286.851410
746,1.492000,28.113724,-101.136024,157.575699,24.132988,267.080139,280.999237,35.104416,10.318180,286.847565
747,1.494000,28.112194,-101.134850,157.581696,24.135559,267.079742,281.001404,35.107021,10.319162,286.849426
748,1.496000,28.115973,-101.134842,157.578796,24.131416,267.077301,280.998077,35.104660,10.316204,286.853088
749,1.498000,28.116522,-101.133652,157.580246,24.135439,267.079437,280.997528,35.106293,10.319847,286.854584
750,1.500000,28.113754,-101.136131,157.583435,24.135468,267.079742,280.998138,35.105835,10.322203,286.850922
751,1.502000,28.114597,-101.129890,157.580246,24.134033,267.081909,281.000519,35.106991,10.323602,286.855743
752,1.504000,28.113089,-101.127098,157.581009,24.134956,267.085510,280.999115,35.102322,10.322062,286.852173
753,1.506000,28.112700,-101.130173,157.579041,24.129215,267.085388,280.995850,35.101711,10.331748,286.844269
754,1.508000,28.107924,-101.131790,157.575928,24.132326,267.086731,280.994080,35.098801,10.327794,286.843781
755,1.510000,28.108252,-101.133003,157.570831,24.136179,267.084351,280.993561,35.102551,10.326743,286.842346
756,1.512000,28.108625,-101.130386,157.575333,24.127932,267.080505,280.993774,35.096035,10.324276,286.849640
757,1.514000,28.108624,-101.133728,157.572906,24.134226,267.081970,280.993469,35.098057,10.321266,286.845154
758,1.516000,28.109045,-101.137085,157.577179,24.133856,267.077881,280.996643,35.102760,10.320201,286.846252
759,1.518000,28.112879,-101.137161,157.577637,24.135803,267.077942,280.998413,35.103607,10.314839,286.850311
760,1.520000,28.109247,-101.134895,157.579803,24.134514,267.079742,280.999603,35.102787,10.316843,286.846100
761,1.522000,28.116962,-101.139763,157.577301,24.134996,267.075775,280.993561,35.099586,10.314130,286.851166
762,1.524000,28.116222,-101.136963,157.581223,24.132322,267.077301,281.000214,35.103680,10.319061,286.855164
763,1.526000,28.118074,-101.139030,157.580063,24.135771,267.077759,280.991577,35.105579,10.314818,286.850952
764,1.528000,28.113005,-101.138138,157.580948,24.130850,267.081360,280.998474,35.102230,10.323364,286.846497
765,1.530000,28.107141,-101.129234,157.580215,24.134338,267.080566,280.990723,35.100048,10.323564,286.845459
766,1.532000,28.111809,-101.129211,157.578888,24.133488,267.084137,280.993073,35.098633,10.325720,286.846802
767,1.534000,28.110075,-101.132751,157.580704,24.132282,267.083466,280.996063,35.097450,10.330905,286.852905
768,1.536000,28.109646,-101.130516,157.578140,24.133123,267.080475,280.996399,35.100567,10.324078,286.843719
769,1.538000,28.110817,-101.130440,157.578217,24.133997,267.086365,280.995300,35.099213,10.324533,286.852936
770,1.540000,28.111744,-101.125160,157.584961,24.136381,267.085358,281.000793,35.098347,10.326116,286.854126
771,1.542000,28.115261,-101.129929,157.584763,24.136181,267.086456,281.001160,35.102638,10.326305,286.849945
772,1.544000,28.116669,-101.126709,157.582809,24.136148,267.084106,281.002197,35.102558,10.323494,286.859131
773,1.546000,28.113533,-101.132797,157.580124,24.137323,267.084076,281.002594,35.103405,10.324075,286.855103
774,1.548000,28.112688,-101.131844,157.580551,24.134739,267.081390,280.998108,35.102592,10.322732,286.847839
775,1.550000,28.110691,-101.136566,157.577026,24.133331,267.082184,281.002258,35.099377,10.321008,286.852203
776,1.552000,28.106300,-101.136879,157.579926,24.131277,267.078217,280.994415,35.102905,10.316503,286.852112
777,1.554000,28.106453,-101.135353,157.575165,24.131659,267.080383,280.991882,35.102001,10.314868,286.848816
778,1.556000,28.108076,-101.138000,157.570633,24.131224,267.078033,280.987152,35.099243,10.320442,286.845795
779,1.558000,28.105396,-101.133369,157.575394,24.131863,267.076935,280.993073,35.101215,10.318006,286.845062
780,1.560000,28.109949,-101.138618,157.572815,24.132753,267.076752,280.991241,35.101318,10.321241,286.841827
781,1.562000,28.111517,-101.136963,157.580093,24.131540,267.081879,280.993134,35.101730,10.318896,286.848022
782,1.564000,28.110630,-101.137848,157.579407,24.134142,267.078766,280.991272,35.100914,10.317179,286.850861
783,1.566000,28.116987,-101.134315,157.581314,24.134871,267.082550,280.993561,35.102619,10.320524,286.846436
784,1.568000,28.116686,-101.137466,157.585556,24.135284,267.080872,280.996674,35.104748,10.324577,286.851562
785,1.570000,28.114065,-101.137108,157.583786,24.133884,267.083374,280.996002,35.104492,10.326365,286.853699
786,1.572000,28.115162,-101.132523,157.579010,24.134270,267.085022,280.998657,35.104897,10.323730,286.849884
787,1.574000,28.113228,-101.128197,157.579361,24.135502,267.083466,280.995087,35.104069,10.328554,286.849976
788,1.576000,28.112053,-101.131645,157.573654,24.132910,267.084808,280.995026,35.101776,10.325686,286.847412
789,1.578000,28.111935,-101.129288,157.572449,24.129200,267.084015,280.995728,35.097412,10.326365,286.844757
790,1.580000,28.108746,-101.134338,157.578476,24.130440,267.078461,280.992798,35.105015,10.322460,286.846741
791,1.582000,28.111948,-101.130577,157.575241,24.132814,267.081573,280.996155,35.094913,10.320232,286.848450
792,1.584000,28.116093,-101.135620,157.576736,24.131313,267.079987,280.998871,35.104816,10.320962,286.850311
793,1.586000,28.112867,-101.134933,157.578461,24.133810,267.079407,280.995636,35.100487,10.318665,286.853333
794,1.588000,28.115028,-101.135414,157.578827,24.133501,267.079193,281.000244,35.101894,10.321961,286.847687
795,1.590000,28.113689,-101.133759,157.575974,24.136574,267.083466,280.998840,35.102303,10.321070,286.855530
796,1.592000,28.112532,-101.134888,157.579422,24.134657,267.082245,281.001221,35.106979,10.319570,286.855164
797,1.594000,28.108795,-101.130806,157.582092,24.133890,267.082214,280.999939,35.108803,10.320271,286.853302
798,1.596000,28.111717,-101.130669,157.579102,24.132473,267.083923,280.999023,35.102474,10.325573,286.852936
799,1.598000,28.108637,-101.132835,157.580826,24.134340,267.082275,280.994904,35.101082,10.325585,286.847290
800,1.600000,28.106470,-101.130287,157.578751,24.131191,267.086060,280.995728,35.097202,10.318581,286.851349
801,1.602000,28.108202,-101.130814,157.573502,24.130493,267.081970,280.994263,35.097820,10.323691,286.853149
802,1.604000,28.112385,-101.128799,157.576782,24.129227,267.084137,280.996613,35.099640,10.328005,286.844757
803,1.606000,28.109993,-101.135231,157.578491,24.129271,267.080963,280.997070,35.101521,10.322529,286.844818
804,1.608000,28.110388,-101.134132,157.577652,24.131945,267.080414,280.989166,35.100098,10.321834,286.841064
805,1.610000,28.113752,-101.136192,157.575119,24.135788,267.080231,280.996277,35.104553,10.317233,286.843292
806,1.612000,28.116800,-101.138191,157.578705,24.134588,267.077057,280.995605,35.105755,10.317430,286.850159
807,1.614000,28.117369,-101.136894,157.577255,24.136559,267.078705,280.993683,35.107655,10.315659,286.852448
808,1.616000,28.119038,-101.140060,157.580536,24.135565,267.080780,280.998657,35.110306,10.314464,286.848602
809,1.618000,28.119009,-101.136406,157.577682,24.135931,267.079742,280.996124,35.110439,10.316359,286.850769
810,1.620000,28.112925,-101.136742,157.582489,24.134272,267.079315,280.992737,35.107155,10.317169,286.852814
811,1.622000,28.115879,-101.131104,157.575363,24.133192,267.079468,280.997040,35.100132,10.320831,286.852051
812,1.624000,28.114147,-101.131813,157.576553,24.131289,267.080383,280.997437,35.099590,10.320703,286.845551
813,1.626000,28.105793,-101.131218,157.577301,24.131670,267.081879,280.997437,35.099670,10.328052,286.844086
814,1.628000,28.104210,-101.131828,157.576080,24.131618,267.084595,280.995148,35.101345,10.323665,286.841125
815,1.630000,28.107494,-101.128113,157.579056,24.130842,267.083557,280.999115,35.097427,10.323741,286.846680
816,1.632000,28.107979,-101.129356,157.576630,24.132118,267.083435,280.993256,35.103897,10.326149,286.846863
817,1.634000,28.109259,-101.130775,157.579269,24.130695,267.080597,280.997986,35.096462,10.325088,286.846771
818,1.636000,28.111298,-101.133591,157.580658,24.131096,267.081024,280.994659,35.100506,10.322195,286.850769
819,1.638000,28.113136,-101.133911,157.579926,24.135605,267.082214,280.997894,35.104702,10.318813,286.852264
820,1.640000,28.112923,-101.136742,157.577393,24.135704,267.080231,281.002716,35.106686,10.313352,286.853424
821,1.642000,28.117212,-101.134743,157.576416,24.134922,267.078186,280.995087,35.107353,10.315076,286.850189
822,1.644000,28.116222,-101.136322,157.572891,24.135818,267.079468,280.997620,35.112301,10.314980,286.851624
823,1.646000,28.114538,-101.136620,157.578156,24.134216,267.079620,280.994812,35.101608,10.310335,286.850647
824,1.648000,28.113653,-101.133583,157.575943,24.134937,267.084045,280.992401,35.108837,10.317751,286.849854
825,1.650000,28.117107,-101.131996,157.573532,24.133362,267.084198,280.995026,35.104610,10.324087,286.845459
826,1.652000,28.111401,-101.131630,157.572388,24.134617,267.082855,280.991791,35.106033,10.322041,286.845490
827,1.654000,28.114359,-101.132332,157.578735,24.131897,267.081055,280.993958,35.105701,10.323685,286.849152
828,1.656000,28.116472,-101.131966,157.578842,24.133423,267.084106,280.995300,35.101330,10.324873,286.848083
829,1.658000,28.111397,-101.133980,157.583618,24.134089,267.084106,280.994873,35.099190,10.322165,286.853973
830,1.660000,28.111689,-101.133965,157.577820,24.133764,267.081665,280.998016,35.104359,10.321418,286.848755
831,1.662000,28.113007,-101.133507,157.579666,24.133558,267.080963,280.998016,35.103470,10.320668,286.855042
832,1.664000,28.114470,-101.130867,157.582184,24.134575,267.081329,281.000916,35.106537,10.320681,286.848755
833,1.666000,28.116249,-101.133842,157.580978,24.131664,267.080231,280.996826,35.103188,10.319834,286.853851
834,1.668000,28.113075,-101.132484,157.578140,24.129374,267.079041,280.996399,35.105968,10.320419,286.848083
835,1.670000,28.111593,-101.133492,157.580017,24.131468,267.077148,280.991119,35.105614,10.313746,286.850220
836,1.672000,28.111261,-101.134270,157.579178,24.132956,267.080383,280.992065,35.100296,10.318656,286.847015
837,1.674000,28.114550,-101.133102,157.574997,24.133909,267.081482,280.995514,35.101700,10.320663,286.847870
838,1.676000,28.107416,-101.131744,157.578583,24.133575,267.078796,280.996704,35.104454,10.317562,286.845215
839,1.678000,28.111813,-101.130608,157.573547,24.134296,267.082367,280.998840,35.104374,10.320116,286.848846
840,1.680000,28.113489,-101.132004,157.577209,24.132919,267.081390,280.996887,35.102406,10.321920,286.849854
841,1.682000,28.115730,-101.130447,157.577408,24.135611,267.082916,280.996948,35.108009,10.324835,286.850311
842,1.684000,28.116121,-101.133827,157.582458,24.134640,267.082275,280.998260,35.105576,10.318489,286.855652
843,1.686000,28.117491,-101.130272,157.577957,24.134483,267.085022,280.994690,35.100338,10.322993,286.855133
844,1.688000,28.113487,-101.130882,157.579041,24.134260,267.079742,280.992798,35.107250,10.320868,286.853088
845,1.690000,28.116913,-101.130447,157.580154,24.134890,267.086334,280.998199,35.101494,10.319277,286.854645
846,1.692000,28.109615,-101.131477,157.581558,24.132984,267.082611,280.999542,35.102493,10.322512,286.848846
847,1.694000,28.114614,-101.133636,157.580276,24.132513,267.085114,280.993103,35.107483,10.323447,286.850616
848,1.696000,28.108955,-101.134781,157.580139,24.131647,267.085175,280.995544,35.102547,10.318574,286.849182
849,1.698000,28.112499,-101.136070,157.579559,24.130711,267.077759,280.990875,35.103619,10.320495,286.844116
850,1.700000,28.108038,-101.134903,157.573669,24.133850,267.081329,280.995575,35.099998,10.317028,286.845795
851,1.702000,28.111631,-101.136772,157.575302,24.131300,267.080017,280.997040,35.103745,10.316351,286.845703
852,1.704000,28.112972,-101.139824,157.576981,24.129562,267.080505,280.995331,35.102486,10.317829,286.846283
853,1.706000,28.112242,-101.134590,157.573456,24.133898,267.077301,280.995972,35.099644,10.318149,286.847015
854,1.708000,28.113602,-101.135872,157.579102,24.133104,267.080292,280.995422,35.105747,10.318490,286.846832
855,1.710000,28.116699,-101.135475,157.580795,24.137224,267.083435,280.998993,35.105694,10.320925,286.857208
856,1.712000,28.115761,-101.132919,157.583557,24.135078,267.081604,280.995667,35.104324,10.321226,286.850494
857,1.714000,28.112341,-101.131279,157.582779,24.133970,267.086761,281.000671,35.105015,10.321861,286.849518
858,1.716000,28.119213,-101.128311,157.580414,24.136112,267.086304,281.004913,35.104130,10.328506,286.848022
859,1.718000,28.116869,-101.128639,157.581879,24.133738,267.087555,281.001099,35.098022,10.329925,286.854126
860,1.720000,28.109488,-101.125450,157.581680,24.135912,267.085327,280.997742,35.102535,10.333333,286.852234
861,1.722000,28.109308,-101.125961,157.580780,24.129614,267.086487,280.996704,35.098045,10.330243,286.851349
862,1.724000,28.112206,-101.127777,157.582901,24.131367,267.086334,280.998932,35.101185,10.331130,286.847229
863,1.726000,28.112562,-101.128708,157.579605,24.133738,267.086609,281.000519,35.098831,10.324165,286.849182
864,1.728000,28.112408,-101.135475,157.581146,24.131777,267.081177,280.996918,35.104252,10.325739,286.852631
865,1.730000,28.112150,-101.134789,157.578568,24.135359,267.081390,280.998199,35.099350,10.323007,286.846680
866,1.732000,28.113287,-101.137802,157.577667,24.133081,267.078857,280.999115,35.110271,10.319733,286.848846
867,1.734000,28.114727,-101.136490,157.581131,24.135183,267.080627,280.996643,35.105244,10.317659,286.853119
868,1.736000,28.117653,-101.138519,157.577194,24.131786,267.080780,280.993652,35.109688,10.314149,286.849152
869,1.738000,28.111626,-101.139236,157.581100,24.133410,267.079132,280.993591,35.103699,10.314255,286.847351
870,1.740000,28.113665,-101.135284,157.580185,24.131891,267.082428,280.996490,35.104542,10.313724,286.848572
871,1.742000,28.109314,-101.135719,157.576447,24.133339,267.083282,280.996460,35.099628,10.321144,286.847229
872,1.744000,28.114187,-101.132317,157.572250,24.131258,267.081543,280.995575,35.098301,10.327226,286.844116
873,1.746000,28.108971,-101.132111,157.576889,24.131020,267.084351,280.997925,35.097290,10.322681,286.853149
874,1.748000,28.115265,-101.131828,157.580872,24.130955,267.083618,281.000854,35.094444,10.322915,286.850159
875,1.750000,28.112282,-101.132492,157.577026,24.129410,267.082214,280.995728,35.097511,10.325082,286.854095
876,1.752000,28.113331,-101.130035,157.579041,24.132259,267.086029,280.998535,35.107990,10.322465,286.850372
877,1.754000,28.117151,-101.128983,157.575226,24.133066,267.081696,280.996918,35.102364,10.326501,286.855560
878,1.756000,28.117338,-101.130180,157.579742,24.132454,267.085327,281.002136,35.103352,10.323266,286.853394
879,1.758000,28.121439,-101.132782,157.580429,24.136078,267.081940,281.005219,35.105732,10.321927,286.852325
880,1.760000,28.120535,-101.135124,157.577789,24.135670,267.083282,281.002747,35.109406,10.322391,286.854065
881,1.762000,28.120125,-101.135574,157.579254,24.132948,267.082428,280.998474,35.107758,10.323162,286.851929
882,1.764000,28.116312,-101.137749,157.580215,24.132299,267.080994,280.998779,35.110218,10.313828,286.849274
883,1.766000,28.115053,-101.133621,157.575043,24.133862,267.081146,280.995544,35.098938,10.318685,286.850098
884,1.768000,28.113737,-101.131981,157.576889,24.130669,267.079529,280.997009,35.102879,10.324075,286.846527
885,1.770000,28.113007,-101.134438,157.577606,24.130966,267.082550,280.998840,35.102631,10.316108,286.852020
886,1.772000,28.113451,-101.133499,157.576874,24.129896,267.080811,280.998047,35.094955,10.322232,286.846436
887,1.774000,28.113186,-101.134140,157.574127,24.127817,267.082855,280.996979,35.098743,10.320780,286.848572
888,1.776000,28.112375,-101.129951,157.578003,24.129717,267.083954,280.998932,35.100056,10.318640,286.849091
889,1.778000,28.113001,-101.132874,157.583420,24.130785,267.083862,281.002563,35.106342,10.323043,286.846313
890,1.780000,28.113417,-101.134171,157.582794,24.130701,267.085541,281.001282,35.101887,10.319016,286.849121
891,1.782000,28.113016,-101.129555,157.581528,24.131641,267.086761,280.999634,35.104858,10.326256,286.850311
892,1.784000,28.112894,-101.130402,157.575821,24.131287,267.085144,280.998383,35.105347,10.321077,286.849731
893,1.786000,28.112896,-101.132446,157.578720,24.132111,267.082825,280.997498,35.104755,10.321644,286.847473
894,1.788000,28.115389,-101.134277,157.577469,24.131258,267.081573,280.993591,35.104202,10.317116,286.847595
895,1.790000,28.107656,-101.137192,157.574585,24.133806,267.077301,280.995667,35.100491,10.315419,286.848602
896,1.792000,28.115763,-101.136269,157.574310,24.133335,267.078064,280.994812,35.107121,10.314425,286.847687
897,1.794000,28.114359,-101.137955,157.569550,24.135420,267.079285,280.995605,35.106693,10.317554,286.847443
898,1.796000,28.114693,-101.140442,157.575363,24.130348,267.080200,280.995422,35.102203,10.315577,286.849426
