Format Version,1.23,Take Name,Take 2023-06-26 02.54.44 PM,Take Notes,,Capture Frame Rate,500.000000,Export Frame Rate,500.000000,Capture Start Time,2023-06-26 02.54.44.670 PM,Capture Start Frame,1653881,Total Frames in Take,9033,Total Exported Frames,9033,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
191,0.382000,28.235935,-101.122154,157.483856,23.777515,266.868500,281.188934,35.220821,10.167874,286.876831
192,0.384000,28.236725,-101.124023,157.482727,23.773445,266.867981,281.189545,35.230728,10.171356,286.872406
193,0.386000,28.235567,-101.123085,157.480927,23.774530,266.869598,281.189667,35.226257,10.171501,286.876190
194,0.388000,28.236965,-101.123940,157.485031,23.775154,266.867188,281.189484,35.226173,10.173445,286.870270
195,0.390000,28.238852,-101.121727,157.480118,23.773010,266.867310,281.190460,35.226402,10.174403,286.873718
196,0.392000,28.238503,-101.123795,157.488632,23.775837,266.868073,281.190247,35.228863,10.172881,286.870270
197,0.394000,28.241798,-101.122482,157.482620,23.775158,266.868927,281.188751,35.226574,10.174595,286.873505
198,0.396000,28.240379,-101.120842,157.481705,23.776636,266.869934,281.193420,35.227119,10.171333,286.878815
199,0.398000,28.240465,-101.123672,157.482742,23.777172,266.870209,281.189667,35.225288,10.176010,286.870880
200,0.400000,28.237940,-101.124176,157.478653,23.774437,266.868073,281.191620,35.222080,10.169693,286.877197
201,0.402000,28.242636,-101.123268,157.487564,23.774857,266.868469,281.188782,35.227592,10.168217,286.872467
202,0.404000,28.237383,-101.124016,157.483490,23.776512,266.867950,281.192200,35.223560,10.167053,286.879700
203,0.406000,28.240705,-101.122452,157.484787,23.775984,266.867645,281.187469,35.225536,10.170995,286.871613
204,0.408000,28.237921,-101.123726,157.487701,23.773129,266.869659,281.190796,35.226425,10.172712,286.872620
205,0.410000,28.233553,-101.126099,157.482941,23.772818,266.870178,281.191132,35.224499,10.171106,286.876740
206,0.412000,28.238749,-101.121788,157.483749,23.772858,266.868652,281.190033,35.220581,10.169510,286.876282
207,0.414000,28.236731,-101.120575,157.484787,23.773548,266.868835,281.188538,35.223145,10.171091,286.875427
208,0.416000,28.240280,-101.126862,157.483856,23.772167,266.868591,281.185852,35.225243,10.173228,286.874023
209,0.418000,28.237833,-101.128067,157.479675,23.775141,266.871368,281.189484,35.223358,10.168436,286.875549
210,0.420000,28.234795,-101.121681,157.482758,23.771412,266.867310,281.191132,35.226936,10.168084,286.870544
211,0.422000,28.237820,-101.121681,157.482758,23.771324,266.869904,281.190521,35.228245,10.170745,286.872955
212,0.424000,28.239456,-101.121468,157.483398,23.772961,266.871399,281.190308,35.224030,10.170101,286.876801
213,0.426000,28.236622,-101.119759,157.483673,23.776316,266.868317,281.186432,35.224979,10.170737,286.877380
214,0.428000,28.241623,-101.122849,157.481339,23.772230,266.866455,281.187286,35.227257,10.172306,286.875549
215,0.430000,28.240240,-101.120819,157.484665,23.774906,266.868164,281.191711,35.231415,10.168765,286.874573
216,0.432000,28.239473,-101.124062,157.483963,23.773005,266.868530,281.189148,35.230980,10.168444,286.872406
217,0.434000,28.237253,-101.123116,157.481003,23.771879,266.869812,281.189819,35.228714,10.166650,286.873199
218,0.436000,28.237541,-101.123779,157.478027,23.778028,266.868958,281.190033,35.227535,10.168961,286.876373
219,0.438000,28.238619,-101.124580,157.486206,23.775917,266.868835,281.190918,35.228035,10.172837,286.877533
220,0.440000,28.235832,-101.124702,157.480576,23.775623,266.869659,281.188293,35.226875,10.168271,286.878876
221,0.442000,28.242222,-101.123047,157.485016,23.773939,266.868988,281.187561,35.229935,10.168479,286.876862
222,0.444000,28.237104,-101.122299,157.485901,23.774513,266.869843,281.190979,35.227291,10.170877,286.876892
223,0.446000,28.239769,-101.125137,157.486618,23.771410,266.866302,281.186432,35.224640,10.169661,286.877899
224,0.448000,28.238735,-101.124924,157.485321,23.774153,266.869232,281.190948,35.223038,10.169580,286.876129
225,0.450000,28.237053,-101.122894,157.483261,23.774845,266.865326,281.186493,35.227055,10.169571,286.872955
226,0.452000,28.237045,-101.124962,157.480392,23.772633,266.871826,281.189117,35.226868,10.168984,286.870148
227,0.454000,28.235916,-101.120895,157.481659,23.773739,266.867706,281.190674,35.226128,10.167060,286.873901
228,0.456000,28.240704,-101.122795,157.480347,23.772598,266.868958,281.189911,35.227066,10.171315,286.871826
229,0.458000,28.240219,-101.122147,157.483612,23.772774,266.869080,281.190582,35.228466,10.170998,286.873230
230,0.460000,28.238014,-101.125092,157.482590,23.773777,266.868713,281.187317,35.222713,10.168301,286.879822
231,0.462000,28.238207,-101.119911,157.483810,23.775730,266.866577,281.189423,35.231167,10.168965,286.872406
232,0.464000,28.237999,-101.121368,157.481705,23.772676,266.869263,281.188202,35.229439,10.169852,286.874695
233,0.466000,28.240309,-101.124603,157.486511,23.772646,266.869537,281.191772,35.228119,10.168383,286.872955
234,0.468000,28.240807,-101.122948,157.480621,23.776417,266.866577,281.188232,35.229420,10.172843,286.877899
235,0.470000,28.239157,-101.120300,157.482040,23.773470,266.868866,281.190338,35.226627,10.165910,286.874756
236,0.472000,28.235767,-101.120071,157.483139,23.775053,266.870392,281.191620,35.226810,10.169365,286.876038
237,0.474000,28.237192,-101.122093,157.482330,23.775875,266.868866,281.189240,35.231674,10.172634,286.871307
238,0.476000,28.237909,-101.121117,157.483734,23.773352,266.869080,281.191010,35.228298,10.166360,286.875244
239,0.478000,28.237373,-101.120331,157.480652,23.773554,266.865601,281.189148,35.225998,10.170592,286.873535
240,0.480000,28.237913,-101.124969,157.485855,23.774698,266.867645,281.189301,35.223072,10.166506,286.877380
241,0.482000,28.234732,-101.122551,157.482742,23.777155,266.869507,281.190491,35.227489,10.166610,286.875061
242,0.484000,28.236044,-101.120354,157.479874,23.773308,266.868744,281.187042,35.228298,10.170598,286.875702
243,0.486000,28.238167,-101.125725,157.481995,23.773499,266.868958,281.188416,35.226685,10.170581,286.872559
244,0.488000,28.239901,-101.122803,157.483643,23.772619,266.867981,281.187958,35.223660,10.168718,286.875000
245,0.490000,28.234196,-101.121307,157.482788,23.772432,266.870026,281.191345,35.225510,10.169173,286.873627
246,0.492000,28.240004,-101.124123,157.481354,23.772896,266.867371,281.190796,35.225052,10.166257,286.875977
247,0.494000,28.239449,-101.128731,157.483124,23.774815,266.865479,281.188904,35.222198,10.167719,286.873901
248,0.496000,28.235941,-101.122337,157.486832,23.776031,266.871490,281.188934,35.222450,10.171577,286.875397
249,0.498000,28.238262,-101.124657,157.478668,23.775320,266.869873,281.189545,35.228111,10.169217,286.878510
250,0.500000,28.234390,-101.122047,157.480850,23.775867,266.870941,281.192444,35.229759,10.167554,286.870270
