Format Version,1.23,Take Name,Take 2023-07-13 04.34.56 PM,Take Notes,,Capture Frame Rate,200.000000,Export Frame Rate,200.000000,Capture Start Time,2023-07-13 04.34.57.157 PM,Capture Start Frame,5544503,Total Frames in Take,1730,Total Exported Frames,1730,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,RigidBody:Marker 0deg,RigidBody:Marker 0deg,RigidBody:Marker 0deg,RigidBody:Marker 135deg,RigidBody:Marker 135deg,RigidBody:Marker 135deg,RigidBody:Marker 180deg,RigidBody:Marker 180deg,RigidBody:Marker 180deg,RigidBody:Marker 225deg,RigidBody:Marker 225deg,RigidBody:Marker 225deg,RigidBody:Marker 270deg,RigidBody:Marker 270deg,RigidBody:Marker 270deg,RigidBody:Marker 315deg,RigidBody:Marker 315deg,RigidBody:Marker 315deg,RigidBody:Marker 45deg,RigidBody:Marker 45deg,RigidBody:Marker 45deg,RigidBody:Marker 90deg,RigidBody:Marker 90deg,RigidBody:Marker 90deg,RigidBody:Marker Hub,RigidBody:Marker Hub,RigidBody:Marker Hub,Unlabeled 4736,Unlabeled 4736,Unlabeled 4736,Unlabeled 4737,Unlabeled 4737,Unlabeled 4737
,ID,"7DFD09E221CD11EE242E35EB6C54D898","7DFD09E221CD11EE242E35EB6C54D898","7DFD09E221CD11EE242E35EB6C54D898","7DFD09DE21CD11EE242E35EB6C54D898","7DFD09DE21CD11EE242E35EB6C54D898","7DFD09DE21CD11EE242E35EB6C54D898","7DFD09DC21CD11EE242E35EB6C54D898","7DFD09DC21CD11EE242E35EB6C54D898","7DFD09DC21CD11EE242E35EB6C54D898","7DFD09DF21CD11EE242E35EB6C54D898","7DFD09DF21CD11EE242E35EB6C54D898","7DFD09DF21CD11EE242E35EB6C54D898","7DFD09E121CD11EE242E35EB6C54D898","7DFD09E121CD11EE242E35EB6C54D898","7DFD09E121CD11EE242E35EB6C54D898","7DFD09DA21CD11EE242E35EB6C54D898","7DFD09DA21CD11EE242E35EB6C54D898","7DFD09DA21CD11EE242E35EB6C54D898","7DFD09DD21CD11EE242E35EB6C54D898","7DFD09DD21CD11EE242E35EB6C54D898","7DFD09DD21CD11EE242E35EB6C54D898","7DFD09DB21CD11EE242E35EB6C54D898","7DFD09DB21CD11EE242E35EB6C54D898","7DFD09DB21CD11EE242E35EB6C54D898","7DFD09E021CD11EE242E35EB6C54D898","7DFD09E021CD11EE242E35EB6C54D898","7DFD09E021CD11EE242E35EB6C54D898","1346D68064D7218C11EE","1346D68064D7218C11EE","1346D68064D7218C11EE","1432D68064D7218C11EE","1432D68064D7218C11EE","1432D68064D7218C11EE"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,104.703262,262.893677,-48.540142,225.376465,-260.530640,-49.648354,42.720959,-303.264160,-50.859821,-127.413185,-222.427002,-54.935814,-209.884644,12.568363,-54.904488,-127.820221,181.500305,-53.576694,271.659515,183.092834,-44.684799,356.395691,-50.588642,-45.415756,69.047928,13.809006,-54.354160,84.336082,909.313232,-6.656097,726.508179,-402.156464,-318.265533
1,0.005000,104.688576,262.893005,-48.561764,225.376480,-260.533630,-49.663631,42.714699,-303.272369,-50.896660,-127.431602,-222.434937,-54.957916,-209.897903,12.568665,-54.912399,-127.824905,181.504196,-53.577732,271.647827,183.092682,-44.702053,356.380707,-50.590618,-45.432743,69.029137,13.798716,-54.375332,84.323906,909.321777,-6.683908,726.493530,-402.190826,-318.299805
2,0.010000,104.698456,262.887512,-48.559250,225.390350,-260.526855,-49.637199,42.721939,-303.279755,-50.879578,-127.424881,-222.445694,-54.964088,-209.881607,12.568989,-54.889664,-127.798706,181.497345,-53.553886,271.657745,183.083359,-44.705490,356.395752,-50.606956,-45.425785,69.018494,13.782898,-54.379856,84.339363,909.312622,-6.681227,726.680786,-401.950531,-318.204346
3,0.015000,104.718689,262.887939,-48.530331,225.402634,-260.522614,-49.620846,42.747742,-303.274017,-50.846527,-127.408463,-222.438614,-54.935379,-209.851166,12.566568,-54.862938,-127.780945,181.492859,-53.518311,271.672058,183.079742,-44.668945,356.410126,-50.598850,-45.393505,69.040138,13.791639,-54.349247,84.359291,909.303894,-6.658325,726.690674,-401.945312,-318.214447
4,0.020000,104.715187,262.896729,-48.508503,225.384033,-260.526581,-49.636692,42.747639,-303.258514,-50.830849,-127.398270,-222.423035,-54.913582,-209.862167,12.564038,-54.871426,-127.796455,181.498032,-53.545868,271.674622,183.091614,-44.651844,356.407959,-50.584484,-45.384342,69.060806,13.809539,-54.324741,84.347565,909.311890,-6.642344,726.705444,-401.932495,-318.171631
5,0.025000,104.700020,262.895630,-48.540981,225.370483,-260.524170,-49.659973,42.723789,-303.265778,-50.864136,-127.420349,-222.427368,-54.936272,-209.888412,12.567194,-54.899689,-127.816811,181.504028,-53.568588,271.651093,183.091019,-44.674358,356.392212,-50.588165,-45.415760,69.044044,13.810681,-54.350094,84.335823,909.309570,-6.647774,726.507141,-402.167114,-318.285248
