"File Path: C:\Users\Administrator\Desktop\Static Tests 6-21-23\DTSwiss1900\Test Run 23 06-29-23 16 38 18 PM\DAQ- Crosshead, … - (Delta Level).csv   "
"Test: Static Bike Wheel Compression Template 2"
"Test Run: Test Run 23"
"Date: 6/29/2023 4:34:26 PM"
""
""
"Crosshead ","Load ","Time "
"in","lbf","sec"
"0.00166127872543307","0.467115801749228","80.6279983520508"
"0.00179330083311491","0.522921139678016","80.6330032348633"
"0.00187031369345578","0.583657015468567","80.6360015869141"
"0.00191982200173991","0.637578951180544","80.6380004882813"
"0.00199133406625144","0.690235262471065","80.640998840332"
"0.00213252445343721","0.640748559692265","80.6470031738281"
"0.00219853543566437","0.57687887927402","80.6500015258789"
"0.00226454656111905","0.524957887571776","80.6529998779297"
"0.00240573694830482","0.579468711418194","80.6600036621094"
"0.00244240977986547","0.629163805665702","80.6620025634766"
"0.00247908261142612","0.680725525759213","80.6640014648438"
"0.00253409171553959","0.736867784668532","80.6669998168945"
"0.002640443013002","0.789242435164797","80.6729965209961"
"0.00271562227473308","0.840915747603434","80.677001953125"
"0.00312269061911983","0.887288423648561","80.6969985961914"
"0.00322720803151743","0.943512849255805","80.7020034790039"
"0.00330972197414266","0.997186301724743","80.7060012817383"
"0.00374246127197636","1.05876565913645","80.7279968261719"
"0.00380113757330939","1.11144807295919","80.7310028076172"
"0.00412569197507091","1.15868583087288","80.7470016479492"
"0.00420637231908636","1.21761184176531","80.7509994506836"
"0.0043072225342644","1.26600925961135","80.7559967041016"
"0.00446858293584027","1.31506293906821","80.7639999389648"
"0.00480597281432527","1.36369147420156","80.7809982299805"
"0.0048866528718857","1.41734198645738","80.7850036621094"
"0.00494716305828353","1.46774506499249","80.7880020141602"
"0.00516720004764745","1.5131158754684","80.7990036010742"
"0.00548625365357963","1.5719381194155","80.8150024414063"
"0.00554676383997746","1.63614155849518","80.818000793457"
"0.00560727402637529","1.69075877561973","80.8209991455078"
"0.00603084475825005","1.73849928867141","80.8420028686523"
"0.00612986137481832","1.78390751099021","80.8470001220703"
"0.00648925529598574","1.83798230999148","80.8649978637695"
"0.00654976548238357","1.89043199856804","80.8679962158203"
"0.0066102756687814","1.9391016974483","80.8710021972656"
"0.00683031265814532","1.98411232513878","80.8820037841797"
"0.00693116258686834","2.03712908720787","80.8870010375977"
"0.00727221994902792","2.09488461124494","80.9039993286133"
"0.00733273013542575","2.14831151002147","80.9069976806641"
"0.00741157688083142","2.19433815331917","80.911003112793"
"0.00767195361252053","2.24425948737878","80.9240036010742"
"0.00771229392775576","2.29117822625395","80.9260025024414"
"0.00779114010025138","2.34329538893754","80.9300003051758"
