Format Version,1.23,Take Name,Take 2023-06-29 05.00.58 PM,Take Notes,,Capture Frame Rate,200.000000,Export Frame Rate,200.000000,Capture Start Time,2023-06-29 05.00.59.471 PM,Capture Start Frame,4885117,Total Frames in Take,22200,Total Exported Frames,22200,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1930,Unlabeled 1930,Unlabeled 1930,Unlabeled 1931,Unlabeled 1931,Unlabeled 1931,Unlabeled 1932,Unlabeled 1932,Unlabeled 1932,Unlabeled 1933,Unlabeled 1933,Unlabeled 1933
,ID,"48572ADDA30E168A11EE","48572ADDA30E168A11EE","48572ADDA30E168A11EE","48992ADDA30E168A11EE","48992ADDA30E168A11EE","48992ADDA30E168A11EE","489B2ADDA30E168A11EE","489B2ADDA30E168A11EE","489B2ADDA30E168A11EE","489C2ADDA30E168A11EE","489C2ADDA30E168A11EE","489C2ADDA30E168A11EE"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,17.106991,958.825378,306.309601,24.715981,252.265335,407.614227,25.744078,571.012817,392.628693,22.032064,821.119385,379.721069
1,0.005000,17.107639,958.819458,306.313599,24.715199,252.264526,407.620361,25.746021,571.014893,392.626770,22.034649,821.121704,379.721954
2,0.010000,17.100807,958.819397,306.313538,24.717230,252.266556,407.619690,25.743980,571.011169,392.626831,22.031023,821.121216,379.719147
3,0.015000,17.104721,958.821594,306.313354,24.712282,252.264343,407.616821,25.748569,571.014771,392.631226,22.033991,821.121887,379.716858
4,0.020000,17.104975,958.822449,306.315613,24.713493,252.266861,407.616180,25.746929,571.014221,392.626740,22.030397,821.122681,379.718689
5,0.025000,17.105721,958.822327,306.310699,24.718708,252.264648,407.621674,25.750134,571.013062,392.629486,22.030590,821.120422,379.714203
6,0.030000,17.103342,958.822327,306.315735,24.716213,252.264771,407.616730,25.742413,571.010620,392.627747,22.031061,821.120667,379.716309
7,0.035000,17.107285,958.821960,306.316986,24.719763,252.263931,407.621674,25.743351,571.012939,392.632721,22.034416,821.120300,379.715729
8,0.040000,17.107403,958.820862,306.314270,24.716112,252.263702,407.617767,25.746698,571.012390,392.630371,22.030512,821.121033,379.715240
9,0.045000,17.106440,958.822327,306.314636,24.718081,252.263062,407.617798,25.744059,571.011475,392.632446,22.031490,821.120728,379.717529
10,0.050000,17.105247,958.819946,306.309692,24.717793,252.267181,407.615967,25.746881,571.010925,392.629852,22.029568,821.121399,379.719086
11,0.055000,17.110094,958.819336,306.310608,24.718216,252.266617,407.621185,25.743338,571.014221,392.627533,22.030178,821.121643,379.720062
12,0.060000,17.103409,958.820312,306.308197,24.716148,252.263489,407.618988,25.744688,571.015015,392.626831,22.026720,821.123169,379.715118
13,0.065000,17.105593,958.822876,306.311035,24.716827,252.264175,407.620331,25.743389,571.013123,392.626953,22.032782,821.120728,379.720245
14,0.070000,17.106205,958.819580,306.310577,24.718481,252.266739,407.615936,25.746580,571.013062,392.632233,22.032080,821.121887,379.720734
15,0.075000,17.106524,958.819458,306.316376,24.717031,252.265656,407.620972,25.746584,571.013672,392.635040,22.031706,821.123413,379.721893
16,0.080000,17.108217,958.820862,306.312622,24.717304,252.263718,407.616272,25.741581,571.011597,392.626709,22.037176,821.121399,379.718781
17,0.085000,17.104095,958.822693,306.313293,24.715967,252.263397,407.617493,25.744865,571.011353,392.630676,22.033646,821.119812,379.716949
18,0.090000,17.104752,958.820923,306.308197,24.719522,252.265182,407.617432,25.746290,571.012634,392.629944,22.033585,821.121948,379.716858
19,0.095000,17.103382,958.822021,306.312531,24.715868,252.262558,407.618774,25.745560,571.012268,392.630524,22.031786,821.119812,379.721191
20,0.100000,17.107582,958.824341,306.312897,24.715797,252.263519,407.614807,25.747671,571.013123,392.625671,22.030174,821.117676,379.717285
