Format Version,1.23,Take Name,Take 2023-06-29 05.25.39 PM,Take Notes,,Capture Frame Rate,200.000000,Export Frame Rate,200.000000,Capture Start Time,2023-06-29 05.25.40.003 PM,Capture Start Frame,5181222,Total Frames in Take,22154,Total Exported Frames,22154,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1970,Unlabeled 1970,Unlabeled 1970,Unlabeled 1971,Unlabeled 1971,Unlabeled 1971,Unlabeled 1972,Unlabeled 1972,Unlabeled 1972,Unlabeled 1973,Unlabeled 1973,Unlabeled 1973
,ID,"48572ADDA30E168A11EE","48572ADDA30E168A11EE","48572ADDA30E168A11EE","48992ADDA30E168A11EE","48992ADDA30E168A11EE","48992ADDA30E168A11EE","489B2ADDA30E168A11EE","489B2ADDA30E168A11EE","489B2ADDA30E168A11EE","489C2ADDA30E168A11EE","489C2ADDA30E168A11EE","489C2ADDA30E168A11EE"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,17.046736,958.911560,306.319550,24.716421,252.280380,408.322235,25.708879,570.953125,392.661377,21.900143,821.119690,379.227631
1,0.005000,17.052702,958.913025,306.304749,24.726128,252.283966,408.301147,25.723598,570.950317,392.644806,21.908602,821.118042,379.219238
2,0.010000,17.061989,958.913269,306.299957,24.735348,252.287567,408.298676,25.725264,570.956665,392.640961,21.911924,821.118225,379.217987
3,0.015000,17.046688,958.913147,306.312439,24.725769,252.283844,408.320374,25.715923,570.957947,392.660431,21.908360,821.122681,379.226898
4,0.020000,17.048172,958.913452,306.311676,24.723051,252.284973,408.314362,25.710810,570.953430,392.654602,21.896646,821.118652,379.226257
5,0.025000,17.058155,958.911499,306.302673,24.729292,252.287125,408.296478,25.722172,570.952026,392.642303,21.904512,821.116699,379.217346
6,0.030000,17.059519,958.913269,306.305054,24.727465,252.284164,408.310913,25.727966,570.952332,392.653076,21.905741,821.116455,379.218292
7,0.035000,17.055822,958.914185,306.313873,24.727663,252.279099,408.319061,25.721245,570.956238,392.655060,21.902727,821.121521,379.224182
8,0.040000,17.052046,958.910095,306.304352,24.726633,252.281219,408.302490,25.715679,570.951721,392.644531,21.899607,821.119324,379.219666
9,0.045000,17.056759,958.912354,306.302826,24.729586,252.288254,408.303802,25.719809,570.956909,392.647156,21.905840,821.120972,379.221497
10,0.050000,17.057680,958.916077,306.311035,24.726095,252.286911,408.312439,25.721569,570.957275,392.653534,21.900093,821.119507,379.220886
11,0.055000,17.050268,958.910767,306.308411,24.725101,252.281036,408.307587,25.720016,570.957275,392.646088,21.898386,821.117004,379.222137
