Format Version,1.23,Take Name,Take 2023-06-29 04.03.25 PM,Take Notes,,Capture Frame Rate,200.000000,Export Frame Rate,200.000000,Capture Start Time,2023-06-29 04.03.26.215 PM,Capture Start Frame,4194469,Total Frames in Take,23452,Total Exported Frames,23452,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1818,Unlabeled 1818,Unlabeled 1818,Unlabeled 1819,Unlabeled 1819,Unlabeled 1819,Unlabeled 1820,Unlabeled 1820,Unlabeled 1820,Unlabeled 1821,Unlabeled 1821,Unlabeled 1821
,ID,"48572ADDA30E168A11EE","48572ADDA30E168A11EE","48572ADDA30E168A11EE","48992ADDA30E168A11EE","48992ADDA30E168A11EE","48992ADDA30E168A11EE","489B2ADDA30E168A11EE","489B2ADDA30E168A11EE","489B2ADDA30E168A11EE","489C2ADDA30E168A11EE","489C2ADDA30E168A11EE","489C2ADDA30E168A11EE"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,17.102942,959.478027,306.327972,25.438814,252.032959,391.287140,25.630095,571.161255,394.801605,21.079399,821.492676,396.299164
1,0.005000,,,,,,,,,,,,
2,0.010000,,,,,,,,,,,,
3,0.015000,17.100065,959.477478,306.328979,25.436069,252.033020,391.281769,25.630409,571.157837,394.802490,21.081066,821.490479,396.298828
4,0.020000,17.097252,959.474609,306.325317,25.436687,252.033859,391.286133,25.630013,571.164795,394.799500,21.079012,821.486511,396.294220
5,0.025000,17.100344,959.477417,306.324188,25.441210,252.035110,391.287140,25.629454,571.160767,394.803284,21.079155,821.486389,396.292236
6,0.030000,17.098061,959.476624,306.324554,25.436886,252.033554,391.285370,25.631264,571.162964,394.801880,21.079468,821.490479,396.298492
7,0.035000,17.101633,959.473999,306.330139,25.435270,252.033585,391.287750,25.631073,571.159119,394.801239,21.082308,821.489319,396.297424
8,0.040000,,,,,,,,,,,,
9,0.045000,17.098396,959.477722,306.327667,25.436729,252.031647,391.290710,25.629192,571.163452,394.797913,21.080223,821.490601,396.301880
10,0.050000,17.103338,959.477356,306.328705,25.438803,252.035980,391.288513,25.632990,571.164734,394.804657,21.083628,821.488770,396.297333
11,0.055000,17.100412,959.475403,306.328796,25.435123,252.034454,391.284546,25.629642,571.160950,394.800018,21.081572,821.488708,396.297302
12,0.060000,17.104116,959.478394,306.328827,25.437181,252.036179,391.285583,25.629210,571.160156,394.805420,21.079176,821.486084,396.294708
13,0.065000,17.093349,959.476440,306.330017,25.436270,252.033707,391.287537,25.633308,571.159790,394.803925,21.079271,821.488892,396.296326
14,0.070000,17.102283,959.478577,306.329987,25.440426,252.035583,391.284302,25.631998,571.161865,394.807312,21.081030,821.488281,396.299622
15,0.075000,17.098280,959.479126,306.327484,25.441147,252.037048,391.283905,25.633360,571.160583,394.801941,21.084948,821.486938,396.293732
16,0.080000,17.100880,959.477600,306.329071,25.439093,252.035522,391.286011,25.632048,571.162476,394.795654,21.083937,821.488647,396.299713
17,0.085000,17.101955,959.474426,306.330383,25.438013,252.033356,391.285950,25.631393,571.163269,394.804016,21.080841,821.487183,396.299225
18,0.090000,17.097546,959.471863,306.327332,25.435640,252.034424,391.285522,25.630903,571.161987,394.804321,21.085136,821.488403,396.296295
19,0.095000,17.097843,959.478699,306.331451,25.440889,252.034332,391.286530,25.627731,571.161316,394.802002,21.079473,821.487610,396.296204
20,0.100000,17.099596,959.476318,306.330078,25.444071,252.035202,391.286560,25.631050,571.164490,394.800446,21.079607,821.487976,396.296173
21,0.105000,17.097309,959.476074,306.324738,25.435871,252.034363,391.283691,25.635988,571.165894,394.802917,21.082279,821.491211,396.295746
22,0.110000,17.099653,959.476440,306.326996,25.439837,252.032455,391.286224,25.630753,571.163086,394.797852,21.077610,821.487732,396.291351
23,0.115000,17.103338,959.475159,306.325714,25.440147,252.034073,391.291992,25.635857,571.161133,394.800781,21.077133,821.484009,396.291473
24,0.120000,17.096415,959.472412,306.329254,25.439194,252.035019,391.287292,25.632692,571.161133,394.796692,21.079058,821.486755,396.297058
25,0.125000,17.097567,959.475647,306.330200,25.441231,252.035416,391.284790,25.632977,571.160522,394.800415,21.083065,821.486694,396.296417
26,0.130000,17.099100,959.473999,306.330414,25.443121,252.031738,391.287659,25.630739,571.162476,394.804932,21.084152,821.491211,396.298035
27,0.135000,17.101116,959.471802,306.328644,25.439861,252.035858,391.282196,25.634275,571.157227,394.801971,21.081423,821.486938,396.294891
28,0.140000,17.100212,959.478088,306.326813,25.437668,252.034271,391.284821,25.630043,571.162415,394.801147,21.081480,821.490051,396.295166
29,0.145000,17.098471,959.477051,306.329468,25.438557,252.033386,391.286469,25.632965,571.163269,394.803009,21.081404,821.490845,396.294006
30,0.150000,17.094049,959.477722,306.323944,25.442194,252.037460,391.289429,25.633717,571.162231,394.799835,21.081572,821.488464,396.297791
31,0.155000,17.102314,959.478516,306.330078,25.438368,252.035019,391.287354,25.629662,571.160095,394.803375,21.078726,821.489685,396.292755
32,0.160000,17.098339,959.478333,306.324615,25.442036,252.034637,391.291473,25.631790,571.160706,394.801666,21.079535,821.488770,396.296509
33,0.165000,17.097935,959.480469,306.329071,25.437111,252.034607,391.289276,25.636257,571.163513,394.807800,21.077688,821.490356,396.295990
34,0.170000,17.099939,959.479553,306.324554,25.441072,252.036697,391.284302,25.635958,571.160645,394.796906,21.082434,821.485657,396.295929
35,0.175000,17.100660,959.475769,306.328766,25.436222,252.033508,391.290344,25.631571,571.162048,394.802124,21.077793,821.488770,396.296570
36,0.180000,17.098873,959.479309,306.328766,25.438366,252.037369,391.285980,25.630648,571.162537,394.800903,21.081860,821.488037,396.300903
37,0.185000,17.100061,959.477112,306.323120,25.439144,252.033554,391.277710,25.632904,571.159607,394.801453,21.075035,821.489563,396.296783
38,0.190000,17.099243,959.474731,306.325348,25.437040,252.034180,391.284302,25.634834,571.162292,394.797516,21.078657,821.489929,396.294250
39,0.195000,17.102354,959.476318,306.330048,25.435604,252.034836,391.285706,25.631140,571.161377,394.803070,21.081627,821.488281,396.294189
40,0.200000,17.098375,959.477295,306.327850,25.436506,252.035233,391.289978,25.633259,571.162537,394.797821,21.081167,821.487671,396.294037
41,0.205000,17.095953,959.476318,306.322357,25.443470,252.037460,391.284851,25.632328,571.161926,394.796722,21.079460,821.490051,396.299561
42,0.210000,17.099005,959.478577,306.325104,25.439405,252.037796,391.286041,25.629324,571.163208,394.795197,21.081860,821.488708,396.295044
43,0.215000,17.097439,959.474304,306.327362,25.442032,252.032516,391.286377,25.630085,571.160889,394.801056,21.078463,821.490234,396.296997
44,0.220000,17.096264,959.476501,306.329681,25.440893,252.035706,391.286133,25.629967,571.160828,394.803192,21.080376,821.491150,396.296570
45,0.225000,17.103209,959.477234,306.326935,25.436996,252.033737,391.290100,25.632917,571.163025,394.800537,21.080145,821.488464,396.295624
46,0.230000,17.094927,959.474365,306.321533,25.440763,252.034668,391.286835,25.633068,571.161682,394.803131,21.077778,821.489380,396.295715
47,0.235000,17.097643,959.475098,306.327576,25.437572,252.038712,391.286591,25.632460,571.161682,394.802673,21.084156,821.488708,396.297791
48,0.240000,17.098648,959.476746,306.328674,25.436924,252.035675,391.283661,25.631731,571.161865,394.798889,21.079655,821.489319,396.292603
49,0.245000,17.098455,959.479187,306.328796,25.437706,252.035141,391.281464,25.632406,571.163940,394.797668,21.081501,821.486877,396.295319
50,0.250000,17.101980,959.477173,306.328735,25.441141,252.036270,391.284607,25.633692,571.162170,394.799042,21.082754,821.484497,396.294495
51,0.255000,17.094601,959.476440,306.323792,25.434399,252.034836,391.282593,25.635942,571.161926,394.803284,21.083948,821.486755,396.294678
52,0.260000,17.099442,959.476440,306.326935,25.437456,252.035202,391.290314,25.632351,571.159729,394.802704,21.080898,821.489319,396.295471
53,0.265000,17.099607,959.476196,306.330475,25.437668,252.036453,391.282532,25.629940,571.168274,394.798126,21.079041,821.489075,396.296326
54,0.270000,17.099403,959.477112,306.328918,25.437761,252.036118,391.284637,25.628309,571.163940,394.802795,21.077599,821.489807,396.294861
