Format Version,1.23,Take Name,Take 2023-06-29 04.07.26 PM,Take Notes,,Capture Frame Rate,200.000000,Export Frame Rate,200.000000,Capture Start Time,2023-06-29 04.07.26.707 PM,Capture Start Frame,4242567,Total Frames in Take,23591,Total Exported Frames,23591,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1826,Unlabeled 1826,Unlabeled 1826,Unlabeled 1827,Unlabeled 1827,Unlabeled 1827,Unlabeled 1828,Unlabeled 1828,Unlabeled 1828,Unlabeled 1829,Unlabeled 1829,Unlabeled 1829
,ID,"48572ADDA30E168A11EE","48572ADDA30E168A11EE","48572ADDA30E168A11EE","48992ADDA30E168A11EE","48992ADDA30E168A11EE","48992ADDA30E168A11EE","489B2ADDA30E168A11EE","489B2ADDA30E168A11EE","489B2ADDA30E168A11EE","489C2ADDA30E168A11EE","489C2ADDA30E168A11EE","489C2ADDA30E168A11EE"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,17.101677,958.454651,306.314453,25.425188,251.992279,391.166656,25.638933,571.113525,394.741425,21.093620,821.432861,396.261993
1,0.005000,17.100929,958.450256,306.311676,25.428865,251.990082,391.166351,25.633465,571.113525,394.739105,21.097904,821.434204,396.262573
2,0.010000,17.101110,958.451416,306.307892,25.432901,251.991623,391.167511,25.635704,571.115295,394.737213,21.096228,821.432312,396.263184
3,0.015000,17.103622,958.453369,306.312073,25.425751,251.992142,391.167450,25.629833,571.115601,394.733734,21.093319,821.434082,396.261963
4,0.020000,17.103357,958.454651,306.310364,25.427666,251.991745,391.164612,25.633389,571.111877,394.739532,21.097601,821.433777,396.264648
5,0.025000,17.102970,958.453613,306.311829,25.433699,251.990799,391.162842,25.635700,571.114685,394.735504,21.097015,821.431702,396.258850
6,0.030000,17.104742,958.455139,306.312408,25.431206,251.991455,391.165466,25.633776,571.117004,394.732788,21.096395,821.431030,396.259888
7,0.035000,17.099825,958.455078,306.313721,25.429426,251.992111,391.165833,25.634542,571.115051,394.737305,21.094738,821.435120,396.261322
8,0.040000,17.101147,958.452087,306.310516,25.427460,251.994110,391.167175,25.634043,571.119324,394.733856,21.096420,821.434021,396.266846
