Format Version,1.23,Take Name,Take 2023-06-29 05.55.32 PM,Take Notes,,Capture Frame Rate,200.000000,Export Frame Rate,200.000000,Capture Start Time,2023-06-29 05.55.32.667 PM,Capture Start Frame,5539753,Total Frames in Take,22911,Total Exported Frames,22911,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 2018,Unlabeled 2018,Unlabeled 2018,Unlabeled 2019,Unlabeled 2019,Unlabeled 2019,Unlabeled 2020,Unlabeled 2020,Unlabeled 2020,Unlabeled 2021,Unlabeled 2021,Unlabeled 2021
,ID,"48572ADDA30E168A11EE","48572ADDA30E168A11EE","48572ADDA30E168A11EE","48992ADDA30E168A11EE","48992ADDA30E168A11EE","48992ADDA30E168A11EE","489B2ADDA30E168A11EE","489B2ADDA30E168A11EE","489B2ADDA30E168A11EE","489C2ADDA30E168A11EE","489C2ADDA30E168A11EE","489C2ADDA30E168A11EE"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,17.050329,958.888123,306.301514,25.225048,252.011658,398.425873,25.566072,571.071350,393.808136,21.190550,821.482300,388.965973
1,0.005000,17.049356,958.889709,306.305176,25.220419,252.016907,398.422363,25.567144,571.069702,393.802460,21.190052,821.480347,388.963806
2,0.010000,17.047165,958.883728,306.301758,25.220926,252.016632,398.418427,25.565023,571.074097,393.806854,21.188984,821.486023,388.962524
3,0.015000,17.051126,958.887268,306.304382,25.224321,252.015915,398.421600,25.566580,571.072144,393.807739,21.194092,821.483765,388.964294
4,0.020000,17.048351,958.884216,306.306641,25.222410,252.014816,398.422974,25.569906,571.070923,393.808197,21.188282,821.483826,388.967377
5,0.025000,17.044891,958.885986,306.300995,25.221294,252.015747,398.420319,25.568138,571.070068,393.806244,21.186478,821.483643,388.964172
6,0.030000,17.046762,958.889404,306.301819,25.226009,252.012848,398.421417,25.568699,571.073059,393.805084,21.191107,821.487366,388.966675
7,0.035000,17.047489,958.888367,306.304199,25.222261,252.011566,398.423096,25.566380,571.072449,393.810547,21.184395,821.484131,388.966248
8,0.040000,17.047457,958.886963,306.304871,25.220526,252.017075,398.421600,25.573456,571.071533,393.810638,21.186188,821.484436,388.958130
9,0.045000,17.047592,958.887268,306.300537,25.220680,252.013657,398.427490,25.567432,571.075012,393.808899,21.188349,821.481323,388.962677
10,0.050000,17.048922,958.889221,306.302612,25.224676,252.014069,398.422791,25.571144,571.074402,393.809631,21.192265,821.481262,388.967560
11,0.055000,17.052553,958.887878,306.302551,25.223682,252.013626,398.421753,25.569323,571.070740,393.808746,21.188696,821.483948,388.965454
12,0.060000,17.048777,958.885071,306.302551,25.218493,252.014847,398.419617,25.565771,571.074585,393.806152,21.193272,821.481812,388.966125
13,0.065000,17.048874,958.886475,306.301666,25.218613,252.017670,398.423828,25.568092,571.070557,393.808929,21.184534,821.485596,388.962830
