Format Version,1.23,Take Name,Take 2023-06-29 05.19.37 PM,Take Notes,,Capture Frame Rate,200.000000,Export Frame Rate,200.000000,Capture Start Time,2023-06-29 05.19.38.514 PM,Capture Start Frame,5108924,Total Frames in Take,22095,Total Exported Frames,22095,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1962,Unlabeled 1962,Unlabeled 1962,Unlabeled 1963,Unlabeled 1963,Unlabeled 1963,Unlabeled 1964,Unlabeled 1964,Unlabeled 1964,Unlabeled 1965,Unlabeled 1965,Unlabeled 1965
,ID,"48572ADDA30E168A11EE","48572ADDA30E168A11EE","48572ADDA30E168A11EE","48992ADDA30E168A11EE","48992ADDA30E168A11EE","48992ADDA30E168A11EE","489B2ADDA30E168A11EE","489B2ADDA30E168A11EE","489B2ADDA30E168A11EE","489C2ADDA30E168A11EE","489C2ADDA30E168A11EE","489C2ADDA30E168A11EE"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,17.055412,958.863098,306.302094,24.748699,252.287628,408.145813,25.728460,570.985352,392.638367,21.900555,821.124634,379.321075
1,0.005000,17.052616,958.868042,306.302521,24.748068,252.287292,408.143250,25.729446,570.984009,392.641357,21.897333,821.125854,379.318420
2,0.010000,17.056866,958.867371,306.303345,24.746071,252.285507,408.148621,25.729116,570.983582,392.643921,21.899002,821.126526,379.312225
3,0.015000,17.060198,958.866028,306.304504,24.749857,252.283447,408.146881,25.726364,570.984436,392.637207,21.896610,821.126099,379.313538
4,0.020000,17.050743,958.864136,306.300171,24.748434,252.287949,408.142487,25.724472,570.978638,392.642700,21.895487,821.123535,379.313904
5,0.025000,17.060623,958.865295,306.301453,24.750452,252.288254,408.145630,25.724058,570.979370,392.637024,21.900179,821.125244,379.317902
6,0.030000,17.056860,958.869202,306.305878,24.749397,252.286102,408.146576,25.728334,570.981018,392.641632,21.901392,821.125488,379.315308
7,0.035000,17.056194,958.868713,306.301422,24.751436,252.287918,408.143402,25.725529,570.984558,392.639496,21.901350,821.124756,379.320129
8,0.040000,17.056370,958.868225,306.305573,24.749559,252.287689,408.139740,25.729069,570.983521,392.637939,21.901712,821.124695,379.317200
9,0.045000,17.052214,958.866882,306.300659,24.749413,252.289413,408.141144,25.732132,570.981506,392.643341,21.897575,821.127747,379.316345
10,0.050000,17.052750,958.864319,306.302917,24.750528,252.286850,408.143341,25.735380,570.987183,392.646240,21.902987,821.129639,379.320160
11,0.055000,17.054396,958.865723,306.303040,24.748783,252.291824,408.144196,25.730955,570.985168,392.639313,21.898829,821.128906,379.322266
12,0.060000,17.052341,958.870361,306.305511,24.746811,252.290512,408.140747,25.732389,570.982178,392.645691,21.900997,821.122437,379.320984
