Format Version,1.23,Take Name,Take 2023-06-29 04.29.53 PM,Take Notes,,Capture Frame Rate,200.000000,Export Frame Rate,200.000000,Capture Start Time,2023-06-29 04.29.53.906 PM,Capture Start Frame,4512005,Total Frames in Take,25179,Total Exported Frames,25179,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1870,Unlabeled 1870,Unlabeled 1870,Unlabeled 1871,Unlabeled 1871,Unlabeled 1871,Unlabeled 1872,Unlabeled 1872,Unlabeled 1872,Unlabeled 1873,Unlabeled 1873,Unlabeled 1873
,ID,"48572ADDA30E168A11EE","48572ADDA30E168A11EE","48572ADDA30E168A11EE","48992ADDA30E168A11EE","48992ADDA30E168A11EE","48992ADDA30E168A11EE","489B2ADDA30E168A11EE","489B2ADDA30E168A11EE","489B2ADDA30E168A11EE","489C2ADDA30E168A11EE","489C2ADDA30E168A11EE","489C2ADDA30E168A11EE"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,17.120087,958.865906,306.287109,24.744833,252.343155,409.004303,25.718382,571.020935,392.478027,21.929600,821.062500,378.383575
1,0.005000,17.125393,958.866150,306.289886,24.744083,252.339691,409.002289,25.716070,571.019165,392.471527,21.930811,821.061401,378.381561
2,0.010000,,,,,,,,,,,,
3,0.015000,17.120895,958.867676,306.290070,24.740360,252.343353,409.004791,25.717617,571.021912,392.477905,21.926249,821.064575,378.378143
4,0.020000,,,,,,,,,,,,
5,0.025000,,,,,,,,,,,,
6,0.030000,,,,,,,,,,,,
7,0.035000,17.121874,958.866028,306.290710,24.739777,252.344345,409.006104,25.714378,571.022217,392.470276,21.926788,821.065674,378.383240
8,0.040000,17.118914,958.865601,306.284363,24.742371,252.345139,409.003601,25.716715,571.021912,392.472626,21.929295,821.068054,378.382751
9,0.045000,,,,,,,,,,,,
10,0.050000,17.123652,958.867615,306.288361,24.738586,252.341537,409.004395,25.718796,571.024231,392.477295,21.928165,821.064880,378.381531
