Format Version,1.23,Take Name,Take 2023-06-29 05.41.09 PM,Take Notes,,Capture Frame Rate,200.000000,Export Frame Rate,200.000000,Capture Start Time,2023-06-29 05.41.10.584 PM,Capture Start Frame,5367337,Total Frames in Take,22343,Total Exported Frames,22343,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1994,Unlabeled 1994,Unlabeled 1994,Unlabeled 1995,Unlabeled 1995,Unlabeled 1995,Unlabeled 1996,Unlabeled 1996,Unlabeled 1996,Unlabeled 1997,Unlabeled 1997,Unlabeled 1997
,ID,"48572ADDA30E168A11EE","48572ADDA30E168A11EE","48572ADDA30E168A11EE","48992ADDA30E168A11EE","48992ADDA30E168A11EE","48992ADDA30E168A11EE","489B2ADDA30E168A11EE","489B2ADDA30E168A11EE","489B2ADDA30E168A11EE","489C2ADDA30E168A11EE","489C2ADDA30E168A11EE","489C2ADDA30E168A11EE"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,17.052607,958.902466,306.307129,24.811350,252.235825,406.891083,25.703508,570.992615,392.789459,21.801659,821.202820,380.546631
1,0.005000,17.051136,958.904541,306.309174,24.813372,252.233231,406.897186,25.704515,570.988953,392.785553,21.803570,821.199341,380.545593
2,0.010000,17.052156,958.904907,306.308929,24.809454,252.233810,406.894104,25.707451,570.991333,392.789124,21.801678,821.197388,380.548218
3,0.015000,17.055857,958.900208,306.308472,24.810934,252.232635,406.895691,25.708652,570.990601,392.790649,21.805456,821.201233,380.547668
4,0.020000,17.051302,958.904114,306.308258,24.815321,252.235825,406.896271,25.706772,570.992432,392.783539,21.798729,821.198547,380.538910
5,0.025000,17.051203,958.904297,306.309021,24.815254,252.230438,406.897675,25.708061,570.991821,392.790100,21.801708,821.201538,380.541901
6,0.030000,17.053955,958.902344,306.307739,24.810875,252.235565,406.893616,25.705839,570.989990,392.789062,21.802334,821.198120,380.541595
7,0.035000,17.052011,958.902405,306.307587,24.810135,252.232910,406.895477,25.704302,570.991882,392.787842,21.801180,821.200256,380.542053
8,0.040000,17.047865,958.901733,306.302460,24.819506,252.232101,406.900391,25.706490,570.990112,392.786102,21.801962,821.200867,380.543701
9,0.045000,17.051203,958.902222,306.307922,24.813847,252.233978,406.895142,25.707254,570.986511,392.788422,21.806477,821.200623,380.540314
10,0.050000,17.054300,958.904297,306.310669,24.813618,252.229279,406.894958,25.709892,570.989624,392.790985,21.804903,821.200867,380.547302
11,0.055000,17.050367,958.903687,306.307770,24.813122,252.231628,406.895477,25.702009,570.989136,392.788239,21.805016,821.201355,380.541504
12,0.060000,17.052673,958.905640,306.306641,24.816542,252.232910,406.891754,25.706135,570.988037,392.794342,21.800524,821.204529,380.540985
13,0.065000,17.049482,958.905640,306.303406,24.809456,252.232040,406.895630,25.703230,570.989258,392.787964,21.801392,821.202576,380.545288
14,0.070000,17.049744,958.901306,306.310059,24.812542,252.232468,406.892120,25.704802,570.991333,392.789062,21.805029,821.201477,380.545013
15,0.075000,17.048761,958.905273,306.308990,24.813272,252.233978,406.893768,25.707293,570.991150,392.790710,21.800762,821.202271,380.543274
16,0.080000,17.053549,958.904907,306.306091,24.813433,252.233353,406.891754,25.703075,570.989441,392.789001,21.801056,821.202454,380.546295
17,0.085000,17.053324,958.901855,306.306702,24.807978,252.237289,406.896057,25.706356,570.992126,392.790070,21.802073,821.200317,380.545532
18,0.090000,17.053717,958.902344,306.304382,24.806868,252.231979,406.896973,25.703918,570.988892,392.790131,21.799906,821.199829,380.540344
19,0.095000,17.053503,958.901306,306.307953,24.809374,252.235504,406.894531,25.706768,570.990234,392.789185,21.801640,821.202148,380.549957
20,0.100000,17.047560,958.904358,306.304779,24.814426,252.233566,406.895966,25.708891,570.990967,392.792053,21.798964,821.200073,380.540527
21,0.105000,17.051004,958.903870,306.307495,24.810833,252.233032,406.894012,25.707071,570.992615,392.790009,21.802696,821.201782,380.545929
22,0.110000,17.052786,958.905701,306.306061,24.813715,252.233200,406.897308,25.707384,570.989319,392.794464,21.798943,821.198730,380.542358
23,0.115000,17.054190,958.902649,306.309692,24.807072,252.232071,406.891876,25.705082,570.990051,392.788574,21.799023,821.202454,380.542328
24,0.120000,17.048960,958.905151,306.307556,24.813364,252.236359,406.896942,25.702261,570.993652,392.789551,21.798548,821.203430,380.546631
25,0.125000,17.046492,958.902588,306.307953,24.810059,252.231506,406.890503,25.708103,570.990845,392.788086,21.800335,821.202820,380.545685
26,0.130000,17.049616,958.900452,306.305389,24.813457,252.234543,406.896271,25.705017,570.994446,392.787415,21.798901,821.199280,380.542969
27,0.135000,17.050276,958.903564,306.308929,24.814581,252.233475,406.896057,25.702524,570.990906,392.792236,21.800264,821.203857,380.543701
28,0.140000,17.050772,958.905884,306.308289,24.810789,252.233856,406.894531,25.705950,570.989136,392.789734,21.799847,821.201050,380.541840
29,0.145000,17.055094,958.900391,306.308533,24.816700,252.230560,406.899994,25.707197,570.991028,392.794006,21.800880,821.202209,380.544037
30,0.150000,17.053440,958.901794,306.309113,24.809683,252.231918,406.900940,25.706039,570.992371,392.787140,21.797560,821.202148,380.541595
31,0.155000,17.052069,958.904053,306.307617,24.810434,252.236481,406.891815,25.707912,570.989014,392.789124,21.801298,821.202576,380.544800
32,0.160000,17.045946,958.901672,306.300964,24.809620,252.234314,406.894867,25.708063,570.988525,392.788879,21.805460,821.201111,380.542816
33,0.165000,17.049387,958.903137,306.306976,24.811310,252.236664,406.893585,25.708300,570.991577,392.792389,21.798735,821.198242,380.545868
34,0.170000,17.051344,958.906311,306.308075,24.813316,252.232315,406.897858,25.705357,570.991333,392.789124,21.802988,821.205017,380.547913
35,0.175000,17.050055,958.901306,306.305573,24.812590,252.235718,406.894379,25.705500,570.988159,392.790192,21.798962,821.198364,380.541595
36,0.180000,17.051157,958.902161,306.306152,24.811773,252.231537,406.898407,25.707335,570.988098,392.788574,21.802027,821.200195,380.542145
37,0.185000,17.053541,958.906006,306.308075,24.816338,252.233978,406.895264,25.707907,570.992004,392.794952,21.800039,821.200562,380.541992
38,0.190000,17.051842,958.899170,306.308990,24.809748,252.236313,406.892700,25.707705,570.986450,392.782043,21.801657,821.199768,380.542236
39,0.195000,17.050686,958.905945,306.308289,24.817030,252.233414,406.893127,25.707420,570.991699,392.793457,21.801836,821.202271,380.549103
40,0.200000,17.052322,958.904419,306.311066,24.813787,252.234604,406.897491,25.706457,570.992126,392.788635,21.803476,821.201416,380.543884
41,0.205000,17.051254,958.903870,306.303345,24.815289,252.233261,406.893829,25.706703,570.994080,392.792267,21.798576,821.201843,380.544403
42,0.210000,17.050919,958.906006,306.308899,24.812237,252.237106,406.892639,25.707827,570.992188,392.789581,21.801702,821.201477,380.542847
43,0.215000,17.052126,958.903625,306.306488,24.811390,252.234161,406.891876,25.707024,570.990723,392.789093,21.801319,821.199219,380.542023
44,0.220000,17.051685,958.902649,306.307739,24.813568,252.231064,406.893860,25.706511,570.990112,392.791595,21.801531,821.198853,380.544098
