Format Version,1.23,Take Name,Take 2023-06-29 05.37.49 PM,Take Notes,,Capture Frame Rate,200.000000,Export Frame Rate,200.000000,Capture Start Time,2023-06-29 05.37.49.755 PM,Capture Start Frame,5327171,Total Frames in Take,22211,Total Exported Frames,22211,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1986,Unlabeled 1986,Unlabeled 1986,Unlabeled 1987,Unlabeled 1987,Unlabeled 1987,Unlabeled 1988,Unlabeled 1988,Unlabeled 1988,Unlabeled 1989,Unlabeled 1989,Unlabeled 1989
,ID,"48572ADDA30E168A11EE","48572ADDA30E168A11EE","48572ADDA30E168A11EE","48992ADDA30E168A11EE","48992ADDA30E168A11EE","48992ADDA30E168A11EE","489B2ADDA30E168A11EE","489B2ADDA30E168A11EE","489B2ADDA30E168A11EE","489C2ADDA30E168A11EE","489C2ADDA30E168A11EE","489C2ADDA30E168A11EE"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,17.055117,958.911011,306.306213,24.741489,252.344376,409.008423,25.684971,570.964417,392.551514,21.838942,821.086853,378.467499
1,0.005000,17.057131,958.914062,306.304230,24.739252,252.340469,409.006104,25.688824,570.963074,392.545502,21.840853,821.088745,378.470428
2,0.010000,17.056494,958.912903,306.307556,24.741810,252.342697,409.008331,25.691423,570.966064,392.542969,21.837868,821.089294,378.466400
3,0.015000,17.056440,958.911865,306.307037,24.739105,252.344513,409.002411,25.697733,570.965759,392.548218,21.841909,821.086731,378.465576
4,0.020000,17.055220,958.912231,306.302277,24.740761,252.346573,409.004608,25.691608,570.964355,392.545319,21.839838,821.090942,378.465088
5,0.025000,17.054615,958.918701,306.305481,24.738766,252.342850,409.006378,25.690918,570.965759,392.551147,21.839029,821.085144,378.469421
6,0.030000,,,,,,,,,,,,
7,0.035000,17.056240,958.912842,306.304474,24.740326,252.341980,409.010223,25.691217,570.962280,392.550415,21.837221,821.090698,378.461060
8,0.040000,17.056011,958.915039,306.307159,24.740814,252.344482,409.007660,25.691317,570.965820,392.547211,21.844976,821.087708,378.470734
9,0.045000,17.059813,958.914062,306.303619,24.741022,252.341507,409.009735,25.691404,570.968323,392.546906,21.837482,821.086853,378.460815
10,0.050000,17.055758,958.914124,306.305176,24.738886,252.345795,409.006775,25.689062,570.966064,392.549316,21.833029,821.087036,378.467682
11,0.055000,17.056700,958.912781,306.306091,24.737137,252.342911,409.007843,25.693407,570.966553,392.555054,21.838171,821.087769,378.468811
12,0.060000,17.056387,958.913330,306.302917,24.743555,252.343979,409.008606,25.691477,570.967712,392.546204,21.843155,821.087463,378.468079
13,0.065000,17.052814,958.914795,306.303497,24.737190,252.341156,409.008606,25.688341,570.962341,392.549713,21.835377,821.086487,378.462921
14,0.070000,17.056982,958.915222,306.306732,24.735929,252.346039,409.002472,25.688078,570.966248,392.546326,21.840923,821.087341,378.464203
15,0.075000,17.054365,958.916748,306.307281,24.739445,252.346603,409.005432,25.689693,570.966064,392.545624,21.838194,821.088623,378.467468
16,0.080000,17.054852,958.916321,306.305206,24.739136,252.345352,409.009094,25.695356,570.965454,392.544891,21.839285,821.084045,378.464325
17,0.085000,17.056652,958.916931,306.309204,24.737312,252.345001,409.003906,25.691473,570.965088,392.544220,21.837053,821.088684,378.465088
18,0.090000,17.054674,958.915405,306.304474,24.738089,252.341293,409.008423,25.689676,570.965332,392.545044,21.843695,821.086975,378.469879
19,0.095000,17.055387,958.911377,306.302063,24.739897,252.344910,409.007233,25.693815,570.963440,392.550140,21.835855,821.087158,378.463074
20,0.100000,17.056267,958.915833,306.305817,24.739466,252.341980,409.009827,25.689791,570.966064,392.548706,21.835215,821.087708,378.465149
