Format Version,1.23,Take Name,Take 2023-06-29 04.51.16 PM,Take Notes,,Capture Frame Rate,200.000000,Export Frame Rate,200.000000,Capture Start Time,2023-06-29 04.51.17.243 PM,Capture Start Frame,4768671,Total Frames in Take,22185,Total Exported Frames,22185,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1914,Unlabeled 1914,Unlabeled 1914,Unlabeled 1915,Unlabeled 1915,Unlabeled 1915,Unlabeled 1916,Unlabeled 1916,Unlabeled 1916,Unlabeled 1917,Unlabeled 1917,Unlabeled 1917
,ID,"48572ADDA30E168A11EE","48572ADDA30E168A11EE","48572ADDA30E168A11EE","48992ADDA30E168A11EE","48992ADDA30E168A11EE","48992ADDA30E168A11EE","489B2ADDA30E168A11EE","489B2ADDA30E168A11EE","489B2ADDA30E168A11EE","489C2ADDA30E168A11EE","489C2ADDA30E168A11EE","489C2ADDA30E168A11EE"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,17.116646,958.835388,306.307617,24.697149,252.265961,407.571808,25.751404,571.026367,392.691254,22.058460,821.136047,379.861298
1,0.005000,17.113213,958.838501,306.309448,24.699356,252.270279,407.570068,25.751202,571.027832,392.696472,22.061146,821.134277,379.863831
2,0.010000,,,,,,,,,,,,
3,0.015000,17.115028,958.837036,306.312378,24.700314,252.268280,407.571686,25.752954,571.026245,392.692200,22.057953,821.137268,379.861267
4,0.020000,17.112812,958.836792,306.310211,24.697433,252.271652,407.567230,25.752617,571.026184,392.692749,22.061571,821.133057,379.859802
5,0.025000,17.109909,958.840149,306.313904,24.694620,252.271378,407.566895,25.753300,571.026978,392.696014,22.057947,821.136536,379.857544
6,0.030000,17.112072,958.835266,306.307373,24.697407,252.272186,407.569519,25.755617,571.026611,392.698303,22.061388,821.133972,379.861176
7,0.035000,17.111574,958.838196,306.309326,24.696545,252.269272,407.570343,25.754723,571.027771,392.695282,22.060038,821.134766,379.856995
8,0.040000,17.110771,958.837830,306.309418,24.693373,252.272186,407.571289,25.751614,571.027649,392.691681,22.062479,821.135803,379.865021
9,0.045000,17.112215,958.839050,306.311127,24.696760,252.269806,407.572388,25.757561,571.025940,392.692932,22.064089,821.132446,379.861053
10,0.050000,17.108210,958.838074,306.309753,24.694830,252.270615,407.566162,25.757126,571.028748,392.696747,22.062597,821.131897,379.859802
11,0.055000,17.113174,958.835083,306.312683,24.699036,252.272186,407.567841,25.754471,571.028931,392.693634,22.061708,821.132141,379.860352
12,0.060000,17.112196,958.834839,306.307281,24.698990,252.271500,407.569031,25.747458,571.028625,392.688873,22.062910,821.133728,379.860901
13,0.065000,17.111328,958.837646,306.310730,24.692125,252.268494,407.570892,25.755606,571.023865,392.693726,22.060062,821.133057,379.857758
14,0.070000,17.111134,958.835938,306.311584,24.697081,252.272247,407.569214,25.752914,571.023987,392.696716,22.061647,821.132690,379.860443
15,0.075000,17.110472,958.836060,306.305847,24.695663,252.271805,407.567749,25.752781,571.027893,392.689331,22.059553,821.135498,379.860291
16,0.080000,17.114222,958.836914,306.313721,24.699409,252.269714,407.569489,25.751331,571.027039,392.691284,22.062454,821.135437,379.861511
17,0.085000,17.110279,958.837830,306.306915,24.699301,252.268967,407.570526,25.752216,571.026611,392.691528,22.060015,821.134399,379.859070
18,0.090000,17.109570,958.837708,306.308807,24.695980,252.269592,407.569305,25.752377,571.030701,392.692627,22.061768,821.135620,379.859924
19,0.095000,17.107746,958.835815,306.309631,24.696495,252.273407,407.566254,25.749428,571.023682,392.690735,22.059111,821.133179,379.862854
20,0.100000,17.114187,958.836975,306.308502,24.696775,252.271973,407.568878,25.749332,571.029907,392.694641,22.062817,821.136475,379.862000
21,0.105000,17.112297,958.838806,306.311646,24.696232,252.271027,407.565826,25.754267,571.026550,392.694000,22.059412,821.132812,379.857819
22,0.110000,17.109463,958.835632,306.307800,24.699196,252.272156,407.569397,25.755373,571.028503,392.691864,22.061628,821.134216,379.862152
23,0.115000,17.112545,958.836609,306.309296,24.697264,252.269897,407.573486,25.752775,571.031189,392.695679,22.063625,821.132690,379.863281
