Format Version,1.23,Take Name,Take 2023-06-29 05.32.34 PM,Take Notes,,Capture Frame Rate,200.000000,Export Frame Rate,200.000000,Capture Start Time,2023-06-29 05.32.35.394 PM,Capture Start Frame,5264299,Total Frames in Take,21980,Total Exported Frames,21980,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1978,Unlabeled 1978,Unlabeled 1978,Unlabeled 1979,Unlabeled 1979,Unlabeled 1979,Unlabeled 1980,Unlabeled 1980,Unlabeled 1980,Unlabeled 1981,Unlabeled 1981,Unlabeled 1981
,ID,"48572ADDA30E168A11EE","48572ADDA30E168A11EE","48572ADDA30E168A11EE","48992ADDA30E168A11EE","48992ADDA30E168A11EE","48992ADDA30E168A11EE","489B2ADDA30E168A11EE","489B2ADDA30E168A11EE","489B2ADDA30E168A11EE","489C2ADDA30E168A11EE","489C2ADDA30E168A11EE","489C2ADDA30E168A11EE"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,17.052790,958.927551,306.309967,24.705751,252.350830,409.045349,25.641556,570.962769,392.509399,21.784065,821.086975,378.371277
1,0.005000,17.052145,958.925476,306.309357,24.712460,252.352448,409.045197,25.638536,570.963440,392.503448,21.784966,821.090576,378.370880
2,0.010000,17.052160,958.928406,306.307739,24.703629,252.347473,409.045532,25.637880,570.963806,392.506744,21.788847,821.086426,378.369507
3,0.015000,17.049562,958.927185,306.311798,24.704195,252.350540,409.048828,25.639578,570.965759,392.507416,21.786619,821.086731,378.371582
4,0.020000,17.052874,958.925537,306.311218,24.710943,252.349380,409.045776,25.640980,570.965454,392.511108,21.788719,821.084717,378.370728
5,0.025000,17.052509,958.927979,306.309906,24.708323,252.354889,409.042816,25.637516,570.967102,392.509338,21.783092,821.084900,378.363586
6,0.030000,17.050711,958.928528,306.308716,24.707312,252.349792,409.044403,25.640974,570.963013,392.505554,21.780926,821.090332,378.366058
7,0.035000,17.051254,958.924744,306.305573,24.708666,252.350204,409.045929,25.645624,570.962830,392.506805,21.782288,821.088013,378.371307
