Format Version,1.23,Take Name,Take 2023-06-29 05.05.02 PM,Take Notes,,Capture Frame Rate,200.000000,Export Frame Rate,200.000000,Capture Start Time,2023-06-29 05.05.03.485 PM,Capture Start Frame,4933919,Total Frames in Take,22237,Total Exported Frames,22237,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1938,Unlabeled 1938,Unlabeled 1938,Unlabeled 1939,Unlabeled 1939,Unlabeled 1939,Unlabeled 1940,Unlabeled 1940,Unlabeled 1940,Unlabeled 1941,Unlabeled 1941,Unlabeled 1941
,ID,"48572ADDA30E168A11EE","48572ADDA30E168A11EE","48572ADDA30E168A11EE","48992ADDA30E168A11EE","48992ADDA30E168A11EE","48992ADDA30E168A11EE","489B2ADDA30E168A11EE","489B2ADDA30E168A11EE","489B2ADDA30E168A11EE","489C2ADDA30E168A11EE","489C2ADDA30E168A11EE","489C2ADDA30E168A11EE"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,17.105898,958.846985,306.312805,24.749802,252.300049,408.349426,25.714535,571.016357,392.577179,21.945719,821.094727,379.109222
1,0.005000,,,,,,,,,,,,
2,0.010000,,,,,,,,,,,,
3,0.015000,17.112164,958.845581,306.310944,24.749983,252.300644,408.346191,25.713678,571.014893,392.582794,21.940727,821.093323,379.104675
4,0.020000,17.109575,958.842834,306.307404,24.752050,252.298920,408.344543,25.715796,571.017456,392.576447,21.948856,821.100830,379.105896
5,0.025000,17.101337,958.839294,306.308746,24.752337,252.296478,408.341675,25.714361,571.015808,392.577820,21.942719,821.095154,379.103241
6,0.030000,17.100349,958.841553,306.314362,24.746780,252.295853,408.346375,25.707577,571.015259,392.580841,21.937529,821.093262,379.104645
7,0.035000,17.106285,958.839172,306.308929,24.747049,252.294693,408.351562,25.714216,571.014709,392.583008,21.941732,821.093933,379.104645
8,0.040000,17.117060,958.844055,306.313202,24.755360,252.297134,408.345734,25.718418,571.015442,392.577026,21.951288,821.096741,379.107422
9,0.045000,17.112276,958.842651,306.306915,24.753630,252.300858,408.346558,25.715500,571.017700,392.578430,21.946461,821.097534,379.110229
10,0.050000,17.100929,958.840820,306.314697,24.745855,252.295578,408.354095,25.709982,571.013123,392.580109,21.935846,821.093201,379.105743
11,0.055000,17.103085,958.846130,306.312500,24.744259,252.298508,408.348938,25.710218,571.016724,392.582672,21.938955,821.093872,379.107361
12,0.060000,17.106705,958.843384,306.312164,24.752975,252.299255,408.347168,25.718063,571.017944,392.576233,21.949772,821.097656,379.109192
13,0.065000,17.109230,958.843506,306.307922,24.756165,252.298355,408.344360,25.717810,571.018127,392.580505,21.947876,821.096680,379.099365
14,0.070000,17.102798,958.841003,306.310211,24.749138,252.294815,408.350983,25.708769,571.016113,392.581573,21.939140,821.098267,379.111115
15,0.075000,17.099442,958.845276,306.313904,24.741388,252.297043,408.348511,25.709316,571.015015,392.585419,21.936224,821.095703,379.109253
16,0.080000,17.105986,958.844666,306.308746,24.745768,252.300797,408.346985,25.715239,571.016846,392.578644,21.946877,821.096924,379.107147
17,0.085000,17.112320,958.842224,306.306274,24.754377,252.297394,408.345642,25.720343,571.016602,392.579071,21.946989,821.097778,379.104645
18,0.090000,17.104877,958.844543,306.314117,24.751215,252.296692,408.351807,25.713194,571.015564,392.577759,21.942957,821.092651,379.107330
