Format Version,1.23,Take Name,Take 2023-06-29 04.43.43 PM,Take Notes,,Capture Frame Rate,200.000000,Export Frame Rate,200.000000,Capture Start Time,2023-06-29 04.43.43.675 PM,Capture Start Frame,4677958,Total Frames in Take,22057,Total Exported Frames,22057,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1898,Unlabeled 1898,Unlabeled 1898,Unlabeled 1899,Unlabeled 1899,Unlabeled 1899,Unlabeled 1900,Unlabeled 1900,Unlabeled 1900,Unlabeled 1901,Unlabeled 1901,Unlabeled 1901
,ID,"48572ADDA30E168A11EE","48572ADDA30E168A11EE","48572ADDA30E168A11EE","48992ADDA30E168A11EE","48992ADDA30E168A11EE","48992ADDA30E168A11EE","489B2ADDA30E168A11EE","489B2ADDA30E168A11EE","489B2ADDA30E168A11EE","489C2ADDA30E168A11EE","489C2ADDA30E168A11EE","489C2ADDA30E168A11EE"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,17.111494,958.858154,306.301880,24.726868,252.325241,408.938171,25.714956,571.008850,392.468658,21.944757,821.055359,378.432770
1,0.005000,17.113750,958.857300,306.298340,24.734751,252.323151,408.935883,25.719645,571.003052,392.471954,21.948547,821.059204,378.429260
2,0.010000,17.109089,958.858093,306.294006,24.728888,252.321716,408.937073,25.717409,571.002930,392.474457,21.945854,821.056274,378.430542
3,0.015000,17.108862,958.858093,306.298920,24.729767,252.322769,408.937988,25.718458,571.007141,392.475616,21.946594,821.057312,378.436493
4,0.020000,17.114239,958.856018,306.296448,24.729897,252.321808,408.935333,25.718500,571.004333,392.476044,21.945908,821.054749,378.432739
5,0.025000,17.113457,958.857727,306.299835,24.729637,252.319336,408.936584,25.712784,571.006470,392.472534,21.943478,821.057007,378.434998
6,0.030000,17.111494,958.856323,306.296021,24.730692,252.322464,408.938904,25.715858,571.006348,392.474304,21.945848,821.056519,378.438538
7,0.035000,17.112022,958.859741,306.302948,24.731894,252.324158,408.935211,25.718430,571.003479,392.472687,21.950197,821.058044,378.438934
8,0.040000,17.115345,958.857605,306.303436,24.727821,252.323837,408.939514,25.713102,571.008057,392.476868,21.946304,821.057251,378.438965
9,0.045000,17.112135,958.857849,306.300323,24.730499,252.322906,408.936340,25.717159,571.009338,392.474426,21.947367,821.056396,378.433868
10,0.050000,17.111055,958.856323,306.299561,24.731043,252.325211,408.937195,25.716375,571.010132,392.472748,21.944304,821.054932,378.434418
11,0.055000,17.112703,958.855957,306.299255,24.731701,252.325897,408.936310,25.715431,571.006470,392.473877,21.947292,821.054993,378.435394
12,0.060000,17.111185,958.856384,306.296906,24.730469,252.327087,408.937866,25.716181,571.006348,392.477325,21.947134,821.056274,378.431549
13,0.065000,17.109650,958.856323,306.296753,24.730160,252.324646,408.939056,25.714333,571.010620,392.477875,21.947742,821.055664,378.437500
14,0.070000,17.110514,958.856750,306.301636,24.732067,252.324966,408.938019,25.716362,571.010132,392.475494,21.952021,821.053467,378.435150
15,0.075000,17.109270,958.857971,306.296661,24.727650,252.324402,408.939331,25.718569,571.007751,392.472168,21.947678,821.058533,378.433105
16,0.080000,17.112852,958.856140,306.302063,24.729454,252.326996,408.939270,25.715462,571.010864,392.476929,21.948475,821.057739,378.434753
17,0.085000,17.105988,958.856262,306.299957,24.729980,252.326035,408.935516,25.713757,571.007080,392.471497,21.944223,821.056824,378.434235
18,0.090000,17.112757,958.858337,306.300873,24.732937,252.322205,408.937439,25.719555,571.003967,392.473846,21.945107,821.056396,378.435547
19,0.095000,17.108442,958.861023,306.298340,24.728367,252.326065,408.937531,25.715509,571.007568,392.470734,21.945726,821.063477,378.438293
20,0.100000,17.110748,958.855530,306.297119,24.728394,252.323837,408.937408,25.714777,571.008118,392.474335,21.947197,821.055847,378.436615
21,0.105000,17.115961,958.855957,306.301056,24.733969,252.326584,408.937012,25.714128,571.010071,392.473663,21.946152,821.059204,378.434296
22,0.110000,17.110741,958.856812,306.299347,24.731968,252.324188,408.936737,25.721542,571.006042,392.478699,21.947954,821.055298,378.434601
23,0.115000,17.109695,958.856445,306.300812,24.732264,252.322845,408.937469,25.712549,571.006226,392.472198,21.947289,821.056824,378.436310
24,0.120000,17.113413,958.855225,306.298248,24.730272,252.326553,408.934906,25.716463,571.009216,392.475403,21.947979,821.054749,378.434265
25,0.125000,17.110437,958.855164,306.299103,24.727304,252.327209,408.940033,25.716198,571.007263,392.473572,21.944565,821.057739,378.435455
26,0.130000,17.108789,958.855774,306.300964,24.732780,252.322647,408.939941,25.710949,571.008118,392.473419,21.944979,821.057373,378.435242
27,0.135000,17.113045,958.858032,306.300537,24.731974,252.322769,408.936981,25.718363,571.009094,392.474762,21.943491,821.054749,378.438110
28,0.140000,17.113171,958.855652,306.298279,24.729675,252.326096,408.934540,25.716717,571.007874,392.475586,21.945763,821.058899,378.435364
29,0.145000,17.112141,958.858154,306.298218,24.728563,252.323303,408.934662,25.713921,571.009644,392.472351,21.946835,821.058350,378.431030
30,0.150000,17.109449,958.857666,306.299408,24.731876,252.321686,408.940033,25.713562,571.007690,392.469879,21.947132,821.057495,378.437256
31,0.155000,17.115253,958.856567,306.298950,24.730846,252.323456,408.936066,25.717922,571.006653,392.475677,21.948435,821.058716,378.436981
32,0.160000,17.110546,958.856201,306.297913,24.732344,252.324554,408.937805,25.717934,571.008972,392.473572,21.945971,821.056641,378.436707
33,0.165000,17.111118,958.856018,306.297791,24.727631,252.323563,408.938690,25.717205,571.005127,392.477264,21.946482,821.056763,378.432587
34,0.170000,17.113821,958.854919,306.300323,24.731760,252.325272,408.935760,25.716898,571.005615,392.474701,21.945532,821.058960,378.435669
35,0.175000,17.109270,958.856506,306.297943,24.728075,252.322998,408.936066,25.716660,571.007080,392.477997,21.947079,821.057312,378.432251
36,0.180000,17.109858,958.857666,306.304108,24.730755,252.323959,408.935791,25.716766,571.009399,392.475647,21.949152,821.057068,378.436432
37,0.185000,17.112902,958.853638,306.299744,24.732441,252.325241,408.936005,25.715141,571.006409,392.474579,21.941229,821.057068,378.434662
38,0.190000,17.113813,958.856384,306.301483,24.728682,252.326462,408.940430,25.715681,571.009521,392.479584,21.946747,821.058350,378.434753
39,0.195000,17.106874,958.858826,306.300049,24.730133,252.324432,408.940521,25.715851,571.006470,392.478485,21.943617,821.058533,378.436584
40,0.200000,17.112082,958.858337,306.303009,24.730604,252.322556,408.938171,25.717846,571.007751,392.478821,21.947460,821.053528,378.435028
41,0.205000,17.111237,958.857239,306.297394,24.729715,252.324738,408.937897,25.720718,571.007751,392.479736,21.949217,821.058594,378.438354
42,0.210000,17.114048,958.856812,306.297821,24.731245,252.323746,408.936188,25.717299,571.006531,392.473358,21.942808,821.054871,378.434753
43,0.215000,17.110386,958.856934,306.300781,24.727427,252.326584,408.937256,25.716213,571.007324,392.477905,21.944309,821.055237,378.438538
44,0.220000,17.112946,958.854248,306.301636,24.731495,252.323593,408.938843,25.713903,571.011108,392.474731,21.944330,821.054810,378.435913
45,0.225000,17.111814,958.858093,306.301605,24.725935,252.328033,408.939240,25.718355,571.005981,392.477966,21.950422,821.057495,378.436096
46,0.230000,17.110720,958.856689,306.298187,24.732542,252.325439,408.933319,25.716423,571.011169,392.476654,21.944012,821.055420,378.433258
47,0.235000,17.112064,958.854004,306.299408,24.728014,252.326157,408.935638,25.718321,571.002258,392.475708,21.946766,821.055969,378.433716
48,0.240000,17.110451,958.856140,306.302734,24.733580,252.321777,408.936615,25.716272,571.004639,392.477905,21.949263,821.056396,378.436554
49,0.245000,17.112259,958.858521,306.300476,24.732267,252.326157,408.939545,25.720535,571.008972,392.477631,21.944021,821.056396,378.432098
50,0.250000,17.112720,958.856079,306.301788,24.727304,252.322800,408.941040,25.712061,571.009338,392.468445,21.948414,821.056824,378.438629
51,0.255000,17.107544,958.857910,306.300476,24.730034,252.323776,408.933197,25.715271,571.005859,392.473206,21.946825,821.058105,378.431488
52,0.260000,17.113596,958.853088,306.301483,24.726690,252.324646,408.932709,25.718544,571.005432,392.472076,21.946405,821.056335,378.435638
53,0.265000,17.112097,958.856873,306.302917,24.728493,252.322678,408.935303,25.717375,571.007751,392.480438,21.947569,821.055420,378.435181
54,0.270000,17.108986,958.857239,306.304504,24.730812,252.323959,408.933319,25.716204,571.009766,392.471954,21.947783,821.056702,378.433289
55,0.275000,17.107889,958.856140,306.301514,24.730137,252.322968,408.936920,25.718809,571.006958,392.473755,21.947266,821.058044,378.433289
56,0.280000,17.108810,958.854492,306.302856,24.729406,252.323776,408.940216,25.718630,571.006287,392.472107,21.944542,821.057495,378.432739
57,0.285000,17.110460,958.855225,306.301086,24.729292,252.325333,408.941071,25.714195,571.008240,392.471527,21.943213,821.056763,378.434967
58,0.290000,17.112116,958.862366,306.305054,24.731306,252.321777,408.938232,25.716286,571.006958,392.473724,21.948406,821.057678,378.437439
59,0.295000,17.106422,958.855530,306.303314,24.734615,252.326187,408.938812,25.717834,571.009033,392.475586,21.947353,821.057678,378.433960
60,0.300000,17.114754,958.856567,306.301849,24.728514,252.324677,408.933990,25.719255,571.008972,392.471741,21.948797,821.056702,378.435120
61,0.305000,17.114527,958.860107,306.298492,24.733210,252.322800,408.936188,25.719046,571.008240,392.477631,21.946186,821.054504,378.435791
62,0.310000,17.110126,958.858704,306.301971,24.729687,252.322113,408.934265,25.715832,571.005554,392.472534,21.947058,821.058411,378.437653
63,0.315000,17.113163,958.857788,306.299622,24.730827,252.325378,408.935486,25.717031,571.007568,392.470947,21.944649,821.056946,378.433441
64,0.320000,17.111692,958.856262,306.303375,24.732319,252.326523,408.938019,25.715820,571.008545,392.479584,21.945784,821.055420,378.438171
65,0.325000,17.113241,958.855408,306.297211,24.726036,252.322311,408.935577,25.717171,571.009216,392.469421,21.945023,821.056030,378.433929
66,0.330000,17.110868,958.858948,306.300995,24.731918,252.324188,408.935608,25.714088,571.005615,392.472870,21.948267,821.052979,378.435913
67,0.335000,17.115238,958.856628,306.302856,24.729256,252.320770,408.936646,25.719025,571.006653,392.479858,21.944763,821.057068,378.435364
68,0.340000,17.112299,958.858887,306.298676,24.731085,252.325409,408.938477,25.716162,571.008484,392.479218,21.950848,821.058472,378.434692
69,0.345000,17.116013,958.856934,306.301636,24.730272,252.327499,408.935486,25.718580,571.008240,392.478394,21.948267,821.056213,378.435425
70,0.350000,17.111094,958.858948,306.297607,24.728924,252.322403,408.938965,25.718115,571.008789,392.477142,21.946968,821.058044,378.435059
